pref_name,target_chembl_id,target_type
Zinc finger BED domain-containing protein 4,CHEMBL5725051,SINGLE PROTEIN
pre-mRNA 3' end processing protein WDR33,CHEMBL5725052,SINGLE PROTEIN
Zinc finger Ran-binding domain-containing protein 2,CHEMBL5725053,SINGLE PROTEIN
tRNA (34-2'-O)-methyltransferase regulator WDR6,CHEMBL5725054,SINGLE PROTEIN
WD repeat-containing protein 3,CHEMBL5725055,SINGLE PROTEIN
Treacle protein,CHEMBL5725056,SINGLE PROTEIN
WW domain-binding protein 2,CHEMBL5725057,SINGLE PROTEIN
"Spectrin alpha chain, non-erythrocytic 1",CHEMBL5725058,SINGLE PROTEIN
WD repeat-containing protein 26,CHEMBL5725059,SINGLE PROTEIN
Transformer-2 protein homolog beta,CHEMBL5725060,SINGLE PROTEIN
Nucleoprotein TPR,CHEMBL5725061,SINGLE PROTEIN
Translin,CHEMBL5725062,SINGLE PROTEIN
Activated RNA polymerase II transcriptional coactivator p15,CHEMBL5725063,SINGLE PROTEIN
Splicing factor U2AF 35 kDa subunit,CHEMBL5725064,SINGLE PROTEIN
Target of EGR1 protein 1,CHEMBL5725065,SINGLE PROTEIN
Zinc finger protein RFP,CHEMBL5725067,SINGLE PROTEIN
E3 ubiquitin/ISG15 ligase TRIM25,CHEMBL5725068,SINGLE PROTEIN
WD40 repeat-containing protein SMU1,CHEMBL5725069,SINGLE PROTEIN
Transportin-1,CHEMBL5725070,SINGLE PROTEIN
General transcription factor 3C polypeptide 1,CHEMBL5725071,SINGLE PROTEIN
Phenylalanine--tRNA ligase alpha subunit,CHEMBL5725072,SINGLE PROTEIN
T-complex protein 1 subunit beta,CHEMBL5725073,SINGLE PROTEIN
Very-long-chain enoyl-CoA reductase,CHEMBL5725074,SINGLE PROTEIN
Serine/arginine repetitive matrix protein 1,CHEMBL5725075,SINGLE PROTEIN
T-complex protein 1 subunit eta,CHEMBL5725076,SINGLE PROTEIN
T-complex protein 1 subunit delta,CHEMBL5725077,SINGLE PROTEIN
Transcription initiation factor TFIID subunit 9,CHEMBL5725078,SINGLE PROTEIN
General transcription factor IIF subunit 2,CHEMBL5725079,SINGLE PROTEIN
TATA box-binding protein-associated factor RNA polymerase I subunit B,CHEMBL5725080,SINGLE PROTEIN
Signal recognition particle 14 kDa protein,CHEMBL5725081,SINGLE PROTEIN
STING ER exit protein,CHEMBL5725082,SINGLE PROTEIN
Surfeit locus protein 4,CHEMBL5725083,SINGLE PROTEIN
Signal recognition particle 9 kDa protein,CHEMBL5725084,SINGLE PROTEIN
Serpin B8,CHEMBL5725085,SINGLE PROTEIN
FACT complex subunit SSRP1,CHEMBL5725086,SINGLE PROTEIN
U2 snRNP-associated SURP motif-containing protein,CHEMBL5725087,SINGLE PROTEIN
Protein SON,CHEMBL5725088,SINGLE PROTEIN
"Spectrin beta chain, non-erythrocytic 1",CHEMBL5725089,SINGLE PROTEIN
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1,CHEMBL5725090,SINGLE PROTEIN
Protein-lysine N-trimethyltransferase SMYD5,CHEMBL5725091,SINGLE PROTEIN
Structural maintenance of chromosomes protein 4,CHEMBL5725092,SINGLE PROTEIN
Serpin B12,CHEMBL5725093,SINGLE PROTEIN
Serpin B10,CHEMBL5725094,SINGLE PROTEIN
Schlafen family member 11,CHEMBL5725095,SINGLE PROTEIN
SNW domain-containing protein 1,CHEMBL5725096,SINGLE PROTEIN
Structural maintenance of chromosomes flexible hinge domain-containing protein 1,CHEMBL5725097,SINGLE PROTEIN
U1 small nuclear ribonucleoprotein A,CHEMBL5725098,SINGLE PROTEIN
SWI/SNF complex subunit SMARCC2,CHEMBL5725099,SINGLE PROTEIN
snRNA-activating protein complex subunit 4,CHEMBL5725100,SINGLE PROTEIN
Superkiller complex protein 8,CHEMBL5725101,SINGLE PROTEIN
"Lamina-associated polypeptide 2, isoform alpha",CHEMBL5725102,SINGLE PROTEIN
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,CHEMBL5725103,SINGLE PROTEIN
SWI/SNF complex subunit SMARCC1,CHEMBL5725104,SINGLE PROTEIN
Small nuclear ribonucleoprotein Sm D2,CHEMBL5725105,SINGLE PROTEIN
Histone deacetylase complex subunit SAP18,CHEMBL5725107,SINGLE PROTEIN
Splicing factor 3A subunit 1,CHEMBL5725108,SINGLE PROTEIN
Mothers against decapentaplegic homolog 4,CHEMBL5725109,SINGLE PROTEIN
Structural maintenance of chromosomes protein 3,CHEMBL5725110,SINGLE PROTEIN
Replication termination factor 2,CHEMBL5725112,SINGLE PROTEIN
Protein transport protein Sec61 subunit alpha isoform 1,CHEMBL5725113,SINGLE PROTEIN
"Splicing factor, proline- and glutamine-rich",CHEMBL5725114,SINGLE PROTEIN
Splicing factor 1,CHEMBL5725115,SINGLE PROTEIN
Desmoglein-1,CHEMBL5725116,SINGLE PROTEIN
DnaJ homolog subfamily C member 10,CHEMBL5725117,SINGLE PROTEIN
"Dynein light chain 1, cytoplasmic",CHEMBL5725118,SINGLE PROTEIN
Translation initiation factor eIF2B subunit epsilon,CHEMBL5725120,SINGLE PROTEIN
Eukaryotic translation initiation factor 3 subunit L,CHEMBL5725121,SINGLE PROTEIN
Eukaryotic translation initiation factor 3 subunit E,CHEMBL5725122,SINGLE PROTEIN
Eukaryotic translation initiation factor 3 subunit C,CHEMBL5725123,SINGLE PROTEIN
Transcription and mRNA export factor ENY2,CHEMBL5725124,SINGLE PROTEIN
U2 small nuclear ribonucleoprotein B'',CHEMBL5725125,SINGLE PROTEIN
Exosome complex component RRP41,CHEMBL5725126,SINGLE PROTEIN
SAP30-binding protein,CHEMBL5725127,SINGLE PROTEIN
Protein S100-A8,CHEMBL5725128,SINGLE PROTEIN
Regulation of nuclear pre-mRNA domain-containing protein 2,CHEMBL5725129,SINGLE PROTEIN
Small nuclear ribonucleoprotein-associated proteins B and B',CHEMBL5725130,SINGLE PROTEIN
RNA polymerase-associated protein RTF1 homolog,CHEMBL5725131,SINGLE PROTEIN
Nuclear pore membrane glycoprotein 210,CHEMBL5725132,SINGLE PROTEIN
Replication factor C subunit 1,CHEMBL5725133,SINGLE PROTEIN
DNA-directed RNA polymerases I and III subunit RPAC1,CHEMBL5725134,SINGLE PROTEIN
Rhox homeobox family member 2,CHEMBL5725135,SINGLE PROTEIN
Double-stranded RNA-specific editase 1,CHEMBL5725136,SINGLE PROTEIN
Ribose-5-phosphate isomerase,CHEMBL5725137,SINGLE PROTEIN
Arginine/serine-rich protein PNISR,CHEMBL5725138,SINGLE PROTEIN
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,CHEMBL5725139,SINGLE PROTEIN
Telomere-associated protein RIF1,CHEMBL5725140,SINGLE PROTEIN
Replication factor C subunit 2,CHEMBL5725141,SINGLE PROTEIN
Protein RCC2,CHEMBL5725142,SINGLE PROTEIN
DNA-directed RNA polymerase I subunit RPA49,CHEMBL5725143,SINGLE PROTEIN
Replication factor C subunit 3,CHEMBL5725144,SINGLE PROTEIN
Replication factor C subunit 4,CHEMBL5725145,SINGLE PROTEIN
Pinin,CHEMBL5725146,SINGLE PROTEIN
"RNA-binding motif protein, X chromosome",CHEMBL5725147,SINGLE PROTEIN
Kinesin-like protein KIF2A,CHEMBL5725148,SINGLE PROTEIN
U4/U6 small nuclear ribonucleoprotein Prp3,CHEMBL5725149,SINGLE PROTEIN
RNA-binding protein 25,CHEMBL5725150,SINGLE PROTEIN
"Pyruvate carboxylase, mitochondrial",CHEMBL5725151,SINGLE PROTEIN
Pre-mRNA-splicing factor RBM22,CHEMBL5725152,SINGLE PROTEIN
Peptidyl-prolyl cis-trans isomerase-like 4,CHEMBL5725153,SINGLE PROTEIN
Pre-mRNA-processing factor 40 homolog A,CHEMBL5725154,SINGLE PROTEIN
DNA repair protein RAD50,CHEMBL5725155,SINGLE PROTEIN
Pseudouridylate synthase 1 homolog,CHEMBL5725156,SINGLE PROTEIN
E3 ubiquitin-protein ligase RAD18,CHEMBL5725157,SINGLE PROTEIN
Proline-rich protein 12,CHEMBL5725158,SINGLE PROTEIN
Poly(U)-binding-splicing factor PUF60,CHEMBL5725159,SINGLE PROTEIN
Xaa-Arg dipeptidase,CHEMBL5725160,SINGLE PROTEIN
Paraspeckle component 1,CHEMBL5725161,SINGLE PROTEIN
Pre-mRNA-processing-splicing factor 8,CHEMBL5725162,SINGLE PROTEIN
Serine/threonine-protein phosphatase 1 regulatory subunit 10,CHEMBL5725163,SINGLE PROTEIN
Pre-mRNA-processing factor 6,CHEMBL5725164,SINGLE PROTEIN
U4/U6 small nuclear ribonucleoprotein Prp31,CHEMBL5725165,SINGLE PROTEIN
Profilin-2,CHEMBL5725166,SINGLE PROTEIN
Pre-mRNA-processing factor 19,CHEMBL5725167,SINGLE PROTEIN
PHD finger-like domain-containing protein 5A,CHEMBL5725168,SINGLE PROTEIN
Programmed cell death protein 2-like,CHEMBL5725169,SINGLE PROTEIN
RING-type E3 ubiquitin-protein ligase PPIL2,CHEMBL5725170,SINGLE PROTEIN
Pyridoxal phosphate homeostasis protein,CHEMBL5725171,SINGLE PROTEIN
Protein PBDC1,CHEMBL5725172,SINGLE PROTEIN
PITH domain-containing protein 1,CHEMBL5725173,SINGLE PROTEIN
E3 SUMO-protein ligase PIAS4,CHEMBL5725174,SINGLE PROTEIN
PCI domain-containing protein 2,CHEMBL5725175,SINGLE PROTEIN
Sister chromatid cohesion protein PDS5 homolog A,CHEMBL5725176,SINGLE PROTEIN
Programmed cell death 6-interacting protein,CHEMBL5725177,SINGLE PROTEIN
Pescadillo homolog,CHEMBL5725178,SINGLE PROTEIN
RNA polymerase II-associated factor 1 homolog,CHEMBL5725179,SINGLE PROTEIN
PAX3- and PAX7-binding protein 1,CHEMBL5725180,SINGLE PROTEIN
Transcriptional repressor p66-beta,CHEMBL5725181,SINGLE PROTEIN
Male-specific lethal 1 homolog,CHEMBL5725182,SINGLE PROTEIN
Nuclear migration protein nudC,CHEMBL5725183,SINGLE PROTEIN
Nuclear mitotic apparatus protein 1,CHEMBL5725184,SINGLE PROTEIN
Nucleolar complex protein 4 homolog,CHEMBL5725186,SINGLE PROTEIN
Origin recognition complex subunit 5,CHEMBL5725187,SINGLE PROTEIN
Neurabin-2,CHEMBL5725188,SINGLE PROTEIN
Nuclear pore complex protein Nup93,CHEMBL5725189,SINGLE PROTEIN
Nuclear pore complex protein Nup205,CHEMBL5725190,SINGLE PROTEIN
NHP2-like protein 1,CHEMBL5725191,SINGLE PROTEIN
"Nuclear factor of activated T-cells, cytoplasmic 3",CHEMBL5725192,SINGLE PROTEIN
Nuclear factor related to kappa-B-binding protein,CHEMBL5725193,SINGLE PROTEIN
Mediator of DNA damage checkpoint protein 1,CHEMBL5725194,SINGLE PROTEIN
Enhancer of rudimentary homolog,CHEMBL5725195,SINGLE PROTEIN
HEAT repeat-containing protein 1,CHEMBL5725196,SINGLE PROTEIN
Exosome complex component RRP45,CHEMBL5725197,SINGLE PROTEIN
Zinc finger protein Gfi-1,CHEMBL5725198,SINGLE PROTEIN
Engulfment and cell motility protein 1,CHEMBL5725199,SINGLE PROTEIN
Protein cereblon/Histone-lysine N-methyltransferase EHMT1,CHEMBL5739542,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Programmed cell death 1 ligand 1,CHEMBL5739543,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Tyrosine-protein phosphatase non-receptor type 22,CHEMBL5739544,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Chromobox protein homolog 8,CHEMBL5739545,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Serine/threonine-protein kinase ATR,CHEMBL5739546,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Dual specificity tyrosine-phosphorylation-regulated kinase 2,CHEMBL5739547,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Histone-lysine N-methyltransferase EHMT2,CHEMBL5739548,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Ubiquitin carboxyl-terminal hydrolase 7,CHEMBL5739549,PROTEIN-PROTEIN INTERACTION
Colon organoid,CHEMBL5739550,3D CELL CULTURE
Protein cereblon/Tyrosine-protein phosphatase non-receptor type 1,CHEMBL6066021,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Programmed cell death protein 2,CHEMBL6066022,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Polycomb protein SUZ12,CHEMBL6066023,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Lysine-specific demethylase 5B,CHEMBL6066024,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Microtubule-associated protein tau,CHEMBL6066025,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Nicotinamide phosphoribosyltransferase,CHEMBL6066026,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Tyrosine-protein kinase Lck,CHEMBL6066027,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Protein Aster-A,CHEMBL6066028,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Terminal nucleotidyltransferase 4B,CHEMBL6066029,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Heat shock protein HSP 90-beta,CHEMBL6066030,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Transcriptional enhancer factor TEF-5,CHEMBL6066031,PROTEIN-PROTEIN INTERACTION
Protein cereblon/E3 ubiquitin-protein ligase RING2,CHEMBL6066032,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Lysine-specific demethylase 5C,CHEMBL6066033,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Transcriptional coactivator YAP1,CHEMBL6066034,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Histone-lysine N-methyltransferase NSD3,CHEMBL6066035,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Maternal embryonic leucine zipper kinase,CHEMBL6066036,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Receptor-type tyrosine-protein phosphatase C,CHEMBL6066037,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Transcriptional enhancer factor TEF-3,CHEMBL6066038,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,CHEMBL6066039,PROTEIN-PROTEIN INTERACTION
"Protein cereblon/Histone-lysine N-methyltransferase, H3 lysine-36 specific",CHEMBL6066040,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Cytochrome P450 1B1,CHEMBL6066041,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Polycomb complex protein BMI-1,CHEMBL6066042,PROTEIN-PROTEIN INTERACTION
Protein cereblon/E3 ubiquitin-protein ligase RING1,CHEMBL6066043,PROTEIN-PROTEIN INTERACTION
Protein cereblon/D-dopachrome decarboxylase,CHEMBL6066044,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Probable global transcription activator SNF2L2,CHEMBL6066045,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Heat shock protein HSP 90-alpha,CHEMBL6066046,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Histone-lysine N-methyltransferase NSD2,CHEMBL6066047,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Parkinson disease protein 7,CHEMBL6066048,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Cyclin-K,CHEMBL6066049,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Transcriptional enhancer factor TEF-4,CHEMBL6066050,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Transcriptional enhancer factor TEF-1,CHEMBL6066051,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Polycomb protein EED,CHEMBL6066052,PROTEIN-PROTEIN INTERACTION
Protein cereblon/RING1 and YY1-binding protein,CHEMBL6066053,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Lysine-specific demethylase 5A,CHEMBL6066054,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Tubulin beta-3 chain,CHEMBL6066055,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Tyrosine-protein phosphatase non-receptor type 6,CHEMBL6066056,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Tyrosine-protein kinase JAK3,CHEMBL6066057,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Non-receptor tyrosine-protein kinase TYK2,CHEMBL6066058,PROTEIN-PROTEIN INTERACTION
Cyclin-dependent kinase 11A/B,CHEMBL6066064,PROTEIN FAMILY
A disintegrin and metalloproteinase with thrombospondin motifs 12,CHEMBL6066065,SINGLE PROTEIN
Equilibrative nucleoside transporter 1/2/3/4,CHEMBL6066081,PROTEIN FAMILY
Fc receptor-like protein 5,CHEMBL6066101,SINGLE PROTEIN
von Hippel-Lindau disease tumor suppressor/Cyclin-dependent kinase 1,CHEMBL6066121,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Aromatase,CHEMBL6066122,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Cyclin-dependent kinase 2,CHEMBL6066123,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Cytochrome P450 1A1,CHEMBL6066125,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Fibroblast growth factor receptor 2,CHEMBL6066126,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Mitogen-activated protein kinase kinase kinase 9,CHEMBL6066127,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Mitogen-activated protein kinase kinase kinase 10,CHEMBL6066128,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Serine-protein kinase ATM,CHEMBL6066129,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Receptor-interacting serine/threonine-protein kinase 1,CHEMBL6066130,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Mitogen-activated protein kinase kinase kinase 11,CHEMBL6066131,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Cytochrome P450 1B1,CHEMBL6066132,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Mitogen-activated protein kinase kinase kinase 21,CHEMBL6066133,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Endothelial PAS domain-containing protein 1,CHEMBL6066134,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6,CHEMBL6066135,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Serine/threonine-protein kinase ATR,CHEMBL6066136,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Nuclear receptor coactivator 4,CHEMBL6066137,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/LON peptidase N-terminal domain and RING finger protein 2,CHEMBL6066138,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Ubiquitin carboxyl-terminal hydrolase 7,CHEMBL6066139,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Cyclin-dependent kinase 5,CHEMBL6066140,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Cyclin-dependent kinase 9,CHEMBL6066141,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Cyclin-dependent kinase 7,CHEMBL6066142,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Cyclin-dependent kinase 8,CHEMBL6066143,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Transcriptional coactivator YAP1,CHEMBL6066144,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Histone-lysine N-methyltransferase EHMT2,CHEMBL6066145,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Histone-lysine N-methyltransferase EHMT1,CHEMBL6066146,PROTEIN-PROTEIN INTERACTION
Bromodomain-containing protein 4/Cellular tumor antigen p53,CHEMBL6066147,PROTEIN-PROTEIN INTERACTION
Bromodomain-containing protein 4/Protein ENL,CHEMBL6066148,PROTEIN-PROTEIN INTERACTION
Bromodomain-containing protein 4/DDB1- and CUL4-associated factor 15,CHEMBL6066149,PROTEIN-PROTEIN INTERACTION
Alpha-protein kinase 3,CHEMBL6066155,SINGLE PROTEIN
DNA-directed RNA polymerase II subunit RPB2,CHEMBL6066157,SINGLE PROTEIN
General transcription factor IIF subunit 1,CHEMBL6066158,SINGLE PROTEIN
Splicing factor 3A subunit 2,CHEMBL6066159,SINGLE PROTEIN
Serine/arginine-rich splicing factor 7,CHEMBL6066160,SINGLE PROTEIN
Symplekin,CHEMBL6066161,SINGLE PROTEIN
Translocon-associated protein subunit alpha,CHEMBL6066162,SINGLE PROTEIN
PWWP domain-containing protein 2B,CHEMBL6066163,SINGLE PROTEIN
Serine/arginine repetitive matrix protein 2,CHEMBL6066164,SINGLE PROTEIN
Chromodomain-helicase-DNA-binding protein 8,CHEMBL6066165,SINGLE PROTEIN
U2 small nuclear ribonucleoprotein A',CHEMBL6066166,SINGLE PROTEIN
T-complex protein 1 subunit alpha,CHEMBL6066167,SINGLE PROTEIN
Signal recognition particle subunit SRP72,CHEMBL6066168,SINGLE PROTEIN
Serine/arginine-rich splicing factor 3,CHEMBL6066169,SINGLE PROTEIN
Proliferation marker protein Ki-67,CHEMBL6066170,SINGLE PROTEIN
T-complex protein 1 subunit gamma,CHEMBL6066171,SINGLE PROTEIN
AT-rich interactive domain-containing protein 1A,CHEMBL6066172,SINGLE PROTEIN
Beta/gamma crystallin domain-containing protein 1,CHEMBL6066173,SINGLE PROTEIN
Transcription initiation factor TFIID subunit 5,CHEMBL6066174,SINGLE PROTEIN
Cleavage and polyadenylation specificity factor subunit 2,CHEMBL6066175,SINGLE PROTEIN
Splicing factor 3B subunit 6,CHEMBL6066176,SINGLE PROTEIN
Protein pelota homolog,CHEMBL6066177,SINGLE PROTEIN
Cleavage and polyadenylation specificity factor subunit 4,CHEMBL6066178,SINGLE PROTEIN
Kinesin-like protein KIF18B,CHEMBL6066179,SINGLE PROTEIN
Protein DEK,CHEMBL6066180,SINGLE PROTEIN
Splicing factor 3B subunit 4,CHEMBL6066181,SINGLE PROTEIN
Ribonuclease P protein subunit p30,CHEMBL6066182,SINGLE PROTEIN
Insulin-like growth factor 2 mRNA-binding protein 2,CHEMBL6066203,SINGLE PROTEIN
Dual specificity protein phosphatase CDC14B,CHEMBL6066204,SINGLE PROTEIN
Kelch-like protein 3,CHEMBL6066208,SINGLE PROTEIN
Mitochondrial import receptor subunit TOM70,CHEMBL6066210,SINGLE PROTEIN
Galectin-9C,CHEMBL6066211,SINGLE PROTEIN
Phosphoserine aminotransferase,CHEMBL6066212,SINGLE PROTEIN
Developmentally-regulated GTP-binding protein 1,CHEMBL6066214,SINGLE PROTEIN
Mitochondrial import receptor subunit TOM34,CHEMBL6066215,SINGLE PROTEIN
Nuclear autoantigen Sp-100,CHEMBL6066216,SINGLE PROTEIN
E3 ubiquitin-protein ligase pellino homolog 1,CHEMBL6066217,SINGLE PROTEIN
Chitinase-3-like protein 2,CHEMBL6066218,SINGLE PROTEIN
Ran-specific GTPase-activating protein,CHEMBL6066219,SINGLE PROTEIN
Ferritin heavy chain,CHEMBL6066220,SINGLE PROTEIN
GDNF family receptor alpha-3,CHEMBL6066221,SINGLE PROTEIN
Small glutamine-rich tetratricopeptide repeat-containing protein alpha,CHEMBL6066222,SINGLE PROTEIN
Pyroglutamyl-peptidase 1,CHEMBL6066224,SINGLE PROTEIN
Peptidyl-prolyl cis-trans isomerase E,CHEMBL6066227,SINGLE PROTEIN
Sodium-coupled neutral amino acid symporter 1,CHEMBL6066229,SINGLE PROTEIN
Sp110 nuclear body protein,CHEMBL6066231,SINGLE PROTEIN
Integrin beta-4,CHEMBL6066233,SINGLE PROTEIN
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,CHEMBL6066234,SINGLE PROTEIN
Kelch-like protein 12,CHEMBL6066235,SINGLE PROTEIN
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,CHEMBL6066236,SINGLE PROTEIN
Sodium-coupled neutral amino acid symporter 2,CHEMBL6066238,SINGLE PROTEIN
Tissue factor pathway inhibitor 2,CHEMBL6066240,SINGLE PROTEIN
PHD finger protein 20-like protein 1,CHEMBL6066242,SINGLE PROTEIN
Telomerase Cajal body protein 1,CHEMBL6066243,SINGLE PROTEIN
GDNF family receptor alpha-2,CHEMBL6066244,SINGLE PROTEIN
E3 ubiquitin-protein ligase UBR1,CHEMBL6066245,SINGLE PROTEIN
Palmitoyltransferase ZDHHC7,CHEMBL6066246,SINGLE PROTEIN
"ATP synthase F(1) complex subunit delta, mitochondrial",CHEMBL6066247,SINGLE PROTEIN
COP9 signalosome complex subunit 3,CHEMBL6066248,SINGLE PROTEIN
Cytoplasmic dynein 1 light intermediate chain 2,CHEMBL6066249,SINGLE PROTEIN
Extended synaptotagmin-2,CHEMBL6066250,SINGLE PROTEIN
Katanin p60 ATPase-containing subunit A-like 2,CHEMBL6066251,SINGLE PROTEIN
Sphingomyelin phosphodiesterase 4,CHEMBL6066252,SINGLE PROTEIN
Lipopolysaccharide-responsive and beige-like anchor protein,CHEMBL6066253,SINGLE PROTEIN
Protein S100-A11,CHEMBL6066254,SINGLE PROTEIN
Exportin-6,CHEMBL6066255,SINGLE PROTEIN
Vitamin K epoxide reductase complex subunit 1-like protein 1,CHEMBL6066256,SINGLE PROTEIN
Nuclear pore complex protein Nup160,CHEMBL6066257,SINGLE PROTEIN
"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase",CHEMBL6066258,SINGLE PROTEIN
TRAF-type zinc finger domain-containing protein 1,CHEMBL6066259,SINGLE PROTEIN
TRMT1-like protein,CHEMBL6066260,SINGLE PROTEIN
"Keratin, type II cytoskeletal 4",CHEMBL6066261,SINGLE PROTEIN
Programmed cell death protein 10,CHEMBL6066262,SINGLE PROTEIN
Phosphatidylinositol transfer protein beta isoform,CHEMBL6066263,SINGLE PROTEIN
Phosphatidate cytidylyltransferase 2,CHEMBL6066264,SINGLE PROTEIN
Protein phosphatase 1F,CHEMBL6066265,SINGLE PROTEIN
Cytosolic non-specific dipeptidase,CHEMBL6066266,SINGLE PROTEIN
Mitochondrial Rho GTPase 2,CHEMBL6066267,SINGLE PROTEIN
"Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]",CHEMBL6066268,SINGLE PROTEIN
Probable rRNA-processing protein EBP2,CHEMBL6066269,SINGLE PROTEIN
Heterogeneous nuclear ribonucleoprotein A0,CHEMBL6066270,SINGLE PROTEIN
Junction plakoglobin,CHEMBL6066271,SINGLE PROTEIN
ER lumen protein-retaining receptor 1,CHEMBL6066272,SINGLE PROTEIN
Myosin light polypeptide 6,CHEMBL6066273,SINGLE PROTEIN
Annexin A11,CHEMBL6066274,SINGLE PROTEIN
Protein transport protein Sec23B,CHEMBL6066275,SINGLE PROTEIN
Mitochondrial import inner membrane translocase subunit Tim13,CHEMBL6066276,SINGLE PROTEIN
Transmembrane protein 161A,CHEMBL6066277,SINGLE PROTEIN
Oxysterol-binding protein-related protein 3,CHEMBL6066278,SINGLE PROTEIN
T-complex protein 1 subunit zeta,CHEMBL6066279,SINGLE PROTEIN
Cerebellar degeneration-related protein 2,CHEMBL6066280,SINGLE PROTEIN
Collagen alpha-1(XIV) chain,CHEMBL6066281,SINGLE PROTEIN
Dynein axonemal heavy chain 12,CHEMBL6066282,SINGLE PROTEIN
Cytoplasmic dynein 1 light intermediate chain 1,CHEMBL6066283,SINGLE PROTEIN
