assay_chembl_id,canonical_smiles,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value,confidence_score,pValue,mol_weight
CHEMBL5736995,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CN(C4COC4)NN3)c3csc(N4CCOCC4)n3)cc2c1Nc1ccc(F)c(Cl)c1,CHEMBL5774421,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,654.5590000000003
CHEMBL677204,COc1cc2ncnc(NCc3ccccc3)c2cc1OC,CHEMBL325245,8.00,IC50,nM,10.0,IC50,nM,10.0,8,8.0,295.3420000000001
CHEMBL892951,CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3ccc(Br)cc3F)c2c1,CHEMBL242131,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,444.3080000000001
CHEMBL4009507,C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cccc(N(C)C)c4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4103757,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,527.6730000000003
CHEMBL856356,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC1CCN(C)CC1,CHEMBL276154,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,416.8840000000003
CHEMBL5374826,CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3cc(C)c(N4CCC(N5CCN(C)CC5)CC4)cc3OC)n2)s1,CHEMBL5431378,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,680.876
CHEMBL5736995,Cc1cncc2cccc([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)c12,CHEMBL5812501,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,611.6760000000002
CHEMBL4614415,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(=O)CN4CCOCC4)cc3)ncc2Cl)c1,CHEMBL4635399,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,507.9820000000003
CHEMBL5122790,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc2cc(CNc3ccccc3)n(C3CCCC3)c2n1,CHEMBL5179023,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,539.7280000000002
CHEMBL3854309,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(N5CCOCC5)c(Cl)c4)c3cc21,CHEMBL3965948,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,562.8080000000002
CHEMBL987693,NS(=O)(=O)c1ccc(Nc2nc3ncnc(Nc4cccc(Br)c4)c3s2)cc1,CHEMBL469354,8.00,IC50,nM,10.0,IC50,nM,10.0,8,8.0,477.3690000000001
CHEMBL5733589,C=CC(=O)Nc1cc(Nc2nc(-c3cnn(C)c3)c3cc[nH]c3n2)c(OC)cc1N(C)CCN(C)C,CHEMBL5980602,8.00,IC50,nM,10.0,IC50,nM,10.0,8,8.0,489.5840000000003
CHEMBL5736995,N#CCC[C@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@@H](C3=CN(C4CC4)NN3)c3ccc(F)nc3)cc12)c1ccccc1,CHEMBL5901440,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,580.0710000000001
CHEMBL5736995,N#Cc1cnc2c(Cl)cc(NC(C3=CN([C@@H]4CCNC4)NN3)c3cccnc3)cc2c1Nc1ccc(F)c(Cl)c1,CHEMBL5967585,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,576.4670000000001
CHEMBL676160,COc1cc2ncnc(Sc3cccc(Cl)c3)c2cc1OC,CHEMBL135902,8.00,IC50,nM,10.0,IC50,uM,0.01,8,8.0,332.8120000000001
CHEMBL5736995,CC(C)(C)N1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3ccc4sccc4c3)NN2)CC1,CHEMBL5780557,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,701.7030000000001
CHEMBL5127082,COc1cc2c(cc1OC)C(Sc1cccc(NC(=S)Nc3ccc(Br)c(C(F)(F)F)c3)c1)=NCN2,CHEMBL5192572,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,597.482
CHEMBL5736995,CC(C)(C)N1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3cc(Br)cnc3Cl)NN2)CC1,CHEMBL5950050,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,759.943
CHEMBL2444011,CN(C)c1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C4CCC5(CC4)OCCO5)CC3)no2)cc1,CHEMBL2443026,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,578.6660000000004
CHEMBL5382278,C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(N[C@H]4C[C@@H](O)C4)c23)ccc1N(C)CCN(C)C,CHEMBL5403023,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,526.6410000000003
CHEMBL4370290,COc1cc(Nc2ncnc3cc(-c4ccc(I)cc4)sc23)cc(OC)c1OC,CHEMBL4473768,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,519.3640000000001
CHEMBL944276,COC[C@H]1Oc2cc3ncnc(Nc4cccc(Cl)c4)c3cc2O[C@@H]1COC,CHEMBL461792,8.00,IC50,nM,10.08,IC50,nM,10.08,9,7.996539467890493,401.8500000000002
CHEMBL5546057,COc1cccc(-c2c(NC(=O)/C=C/[C@H]3CCCN3C)ccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)c1,CHEMBL5566277,8.00,IC50,nM,10.1,IC50,nM,10.1,9,7.995678626217357,621.1410000000001
CHEMBL4235834,COc1ccc(N(c2ncnc3occ(C)c23)C(C)C)cc1,CHEMBL4250273,8.00,IC50,nM,10.1,IC50,nM,10.1,9,7.995678626217357,297.358
CHEMBL5737540,Cc1cc(C(=O)/N=c2\[nH]c3ccc(CN4CCN(C)CC4)cc3n2CC(C)(C)O)cc(-c2cnn(C)c2)n1,CHEMBL5849722,8.00,IC50,nM,10.1,IC50,nM,10.1,8,7.995678626217357,516.6500000000003
CHEMBL4724943,COc1ccc(-c2c3c4cc(O)c(OCCCN(C)C)cc4[nH]c(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F,CHEMBL4782900,7.99,IC50,nM,10.2,IC50,nM,10.2,9,7.991399828238082,683.6360000000003
CHEMBL5732437,CCOCCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL5904869,7.99,IC50,nM,10.2,IC50,nM,10.2,9,7.991399828238082,577.0850000000002
CHEMBL4044503,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CC[N+](C)(C)[O-],CHEMBL4066170,7.99,IC50,nM,10.2,IC50,nM,10.2,9,7.991399828238082,533.6080000000003
CHEMBL4011053,S=C(Nc1cccnc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4065288,7.99,IC50,nM,10.2,IC50,nM,10.2,9,7.991399828238082,451.35300000000007
CHEMBL5240016,COCCOc1cc2ncnc(Nc3cccc(Cl)c3)c2c2c1OC(COC)CO2,CHEMBL5284397,7.99,IC50,nM,10.29,IC50,nM,10.29,9,7.987584625237567,431.8760000000003
CHEMBL5147203,CN1CCN(c2ccc(-c3ccc4cnn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,CHEMBL5206436,7.99,IC50,nM,10.3,IC50,nM,10.3,9,7.987162775294827,536.6610000000001
CHEMBL5228569,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4ccc(Br)cc4F)c3c2)nn1)NO,CHEMBL5280359,7.99,IC50,nM,10.3,IC50,uM,0.0103,9,7.987162775294827,514.3590000000002
CHEMBL5138507,O=C(CCCCn1cc(-c2ccc3ncnc(Nc4ccccc4F)c3c2)nn1)NO,CHEMBL5201054,7.99,IC50,nM,10.3,IC50,nM,10.3,9,7.987162775294827,421.4360000000001
CHEMBL5113705,O=C(CCCCCCN1CC(c2ccc3ncnc(Nc4ccc(Br)cc4F)c3c2)N=N1)NO,CHEMBL5178922,7.99,IC50,nM,10.3,IC50,nM,10.3,9,7.987162775294827,530.4020000000003
CHEMBL5737541,Cc1ccc2c(c1)[nH]/c(=N\C(=O)c1ccnc(-c3cccc(CN(C)C)c3)c1)n2[C@H]1CC[C@@H](O)CC1,CHEMBL5810396,7.99,IC50,nM,10.3,IC50,nM,10.3,8,7.987162775294827,483.6160000000003
CHEMBL4819289,O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4ccc(Br)cc4F)c3c2)nn1)NO,CHEMBL4863294,7.99,IC50,nM,10.3,IC50,nM,10.3,9,7.987162775294827,528.3860000000002
CHEMBL5099547,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3ccsc23)CC1,CHEMBL5191556,7.99,IC50,nM,10.32,IC50,nM,10.32,9,7.9863203027088066,496.61200000000036
CHEMBL2033653,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCOCC5)cc4OC)nc32)c1,CHEMBL2032379,7.99,IC50,nM,10.33,IC50,nM,10.33,9,7.985899678480379,515.5740000000004
CHEMBL1064921,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCCC(=O)NO,CHEMBL597569,7.98,IC50,nM,10.4,IC50,nM,10.4,8,7.982966660701218,506.96200000000044
CHEMBL5737540,O=C(/N=c1\[nH]c2ccccc2n1[C@H]1CC[C@@H](O)CC1)c1ccnc(-c2ccccc2OC(F)F)c1,CHEMBL5758176,7.98,IC50,nM,10.4,IC50,nM,10.4,8,7.982966660701218,478.49900000000014
CHEMBL3762127,CC1(C)OCc2c(Nc3n[nH]c4c(F)cc(F)cc34)nc(-c3cn[nH]c3)nc21,CHEMBL3760072,7.98,Ki,nM,10.4,Ki,nM,10.4,9,7.982966660701218,383.3620000000001
CHEMBL4730561,Fc1c(I)cccc1Nc1ncnc2cc3c(cc12)OCCO3,CHEMBL4759031,7.98,IC50,nM,10.4,IC50,nM,10.4,9,7.982966660701218,423.18500000000023
CHEMBL2033653,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCCCC5)cc4OC)nc32)c1,CHEMBL2032378,7.98,IC50,nM,10.42,IC50,nM,10.42,9,7.982132281036494,513.6020000000004
CHEMBL3807187,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c2c1OCCO2,CHEMBL3806110,7.98,IC50,nM,10.5,IC50,nM,10.5,9,7.978810700930062,405.8130000000003
CHEMBL4714413,COc1cccc2cc(N(C)c3nc(C)nc4ccccc34)ccc12,CHEMBL4746488,7.97,IC50,nM,10.6,IC50,nM,10.6,9,7.974694134735229,329.403
CHEMBL5255138,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C#N)c4)ncnc3cc2O[C@H]2CCOC2)CC1,CHEMBL5288249,7.97,IC50,nM,10.7,IC50,nM,10.7,9,7.970616222314789,485.5440000000004
CHEMBL5737540,CC(C)(O)Cn1/c(=N/C(=O)c2ccnc(-c3cccnc3)c2)[nH]c2ccccc21,CHEMBL4449589,7.97,IC50,nM,10.7,IC50,nM,10.7,8,7.970616222314789,387.4430000000001
CHEMBL4046770,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,CHEMBL4079553,7.97,IC50,nM,10.71,IC50,nM,10.71,9,7.970210529168145,522.9610000000004
CHEMBL2439214,Cc1ccc(S(=O)(=O)O)cc1.Fc1cccc(COc2ccc(Nc3ncnc4ccc(-c5ccc(CN6CCNCC6)o5)cc34)cc2Cl)c1,CHEMBL3436356,7.97,IC50,nM,10.8,IC50,nM,10.8,9,7.96657624451305,716.2349999999998
CHEMBL5730992,O=C(/C=C/CN1CCC1CO)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@H]1[C@@H]2COC[C@@H]21,CHEMBL5938912,7.97,IC50,nM,10.8,IC50,nM,10.8,9,7.96657624451305,554.0220000000003
CHEMBL1930721,O=C(c1cc2ccccc2s1)c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,CHEMBL1928315,7.97,IC50,nM,10.8,IC50,nM,10.8,8,7.96657624451305,439.92400000000004
CHEMBL5255138,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@H](C)CC)CC1,CHEMBL5266601,7.97,IC50,nM,10.8,IC50,nM,10.8,9,7.96657624451305,533.4310000000002
CHEMBL3385740,CS(=O)(=O)C[C@@H](N)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CHEMBL3344215,7.97,IC50,nM,10.8,IC50,nM,10.8,9,7.96657624451305,567.0420000000003
CHEMBL2439214,Cc1ccc(S(=O)(=O)O)cc1.NS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CHEMBL2437226,7.97,IC50,nM,10.8,IC50,nM,10.8,9,7.96657624451305,754.2620000000002
CHEMBL3807186,C#Cc1cccc(Nc2ncnc3cc(OC)c4c(c23)OCCO4)c1,CHEMBL3805236,7.96,IC50,nM,10.9,IC50,nM,10.9,9,7.962573502059375,333.34700000000015
CHEMBL4053812,C=CC(=O)Nc1cc(Nc2cc(-c3cn(C)c4ccccc34)nc(OC)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL4082763,7.96,IC50,nM,10.9,IC50,nM,10.9,9,7.962573502059375,529.6450000000003
CHEMBL5731481,C=CC(=O)N1CCC(n2nc(C(=O)Nc3nc4ccccc4o3)c3c(N)ncnc32)C1,CHEMBL5827300,7.96,IC50,nM,10.9,IC50,nM,10.9,9,7.962573502059375,418.4170000000002
CHEMBL916320,COc1cc2ncnc(NCc3ccc(F)cc3)c2cc1OC.Cl,CHEMBL1203938,7.96,IC50,nM,10.9,IC50,nM,10.9,9,7.962573502059375,349.79300000000006
CHEMBL944276,C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,CHEMBL517907,7.96,IC50,nM,10.96,pIC50,,7.96,9,7.960189445851649,438.5530000000002
CHEMBL5729820,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCCNC(=O)NCC,CHEMBL3671489,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,531.3860000000002
CHEMBL5736995,Cc1nc([C@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)C2=CN(C3CCN(C(C)(C)C)CC3)NN2)c(C)o1,CHEMBL5785108,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,664.6169999999998
CHEMBL3854867,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cn1,CHEMBL3981551,7.96,IC50,nM,11.0,IC50,uM,0.011,9,7.958607314841775,506.96900000000016
CHEMBL5736995,CCN1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3sccc3Cl)NN2)CC1,CHEMBL6047881,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,658.034
CHEMBL5731481,C=CC(=O)NCCCn1nc(C(=O)Nc2nc3ccccc3o2)c2c(N)ncnc21,CHEMBL5808724,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,406.4060000000002
CHEMBL678292,CCOc1cc2ncnc(Nc3cccc(-c4cc[nH]n4)c3)c2cc1OCC,CHEMBL125920,7.96,IC50,nM,11.0,IC50,uM,0.011,9,7.958607314841775,375.43200000000013
CHEMBL5730752,COc1ccc(Nc2ncc3ncc(=O)n(-c4ccc(NC(=O)/C=C/CN(C)C)cc4)c3n2)cc1,CHEMBL2437483,7.96,IC50,nM,11.0,IC50,nM,11.0,8,7.958607314841775,471.52100000000024
CHEMBL678292,CCOc1cc2ncnc(Nc3cccc(-c4cncs4)c3)c2cc1OCC,CHEMBL340862,7.96,IC50,nM,11.0,IC50,uM,0.011,9,7.958607314841775,392.48400000000015
CHEMBL1686143,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCCN1CCCC1,CHEMBL1683973,7.96,IC50,nM,11.0,IC50,uM,0.011,8,7.958607314841775,478.99900000000036
CHEMBL680017,CN(C)c1ccc2c(Nc3cccc(Br)c3)ncnc2c1,CHEMBL90013,7.96,IC50,nM,11.0,IC50,nM,11.0,8,7.958607314841775,343.228
CHEMBL4378482,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1SCCN(C)C,CHEMBL4570333,7.96,IC50,nM,11.0,IC50,uM,0.011,9,7.958607314841775,502.6440000000003
CHEMBL5739432,CC(Nc1c(C#N)cnc2ccc(-c3cncc(-c4n[nH]c(=O)o4)c3)cc12)c1ccccc1,CHEMBL5872960,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,434.4590000000001
CHEMBL5739432,C[C@@H](Nc1c(C#N)cnc2ccc(-c3cnc(N)nc3)cc12)c1ccccc1,CHEMBL5971875,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,366.42800000000005
CHEMBL5739432,CC(Nc1c(C#N)cnc2ccc(-c3cnc4[nH]ncc4c3)cc12)c1ccccc1,CHEMBL5982623,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,390.4500000000001
CHEMBL4721174,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1F)c1cc([N+](=O)[O-])ccc1F,CHEMBL4790583,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,473.7980000000002
CHEMBL5739432,CC(Nc1c(C#N)cnc2ccc(-c3cnc(N)nc3)cc12)c1ccccc1,CHEMBL5918098,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,366.42800000000005
CHEMBL5739432,C[C@@H](Nc1c(C#N)cnc2ccc(-c3cnc(Cl)c(NS(C)(=O)=O)c3)cc12)c1ccccc1,CHEMBL6002036,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,477.9770000000002
CHEMBL4267257,O=C(O)CCCC(=O)Nc1cc(N2CCOCC2)ncn1,CHEMBL4283970,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,294.311
CHEMBL987693,OC[C@@H]1CCCN1Cc1ccc(Nc2nc3ncnc(Nc4ccc(F)c(Cl)c4)c3s2)cc1,CHEMBL511990,7.96,IC50,nM,11.0,IC50,nM,11.0,8,7.958607314841775,484.9880000000002
CHEMBL2150609,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O.Cc1ccc(S(=O)(=O)O)cc1,CHEMBL2148053,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,734.6840000000002
CHEMBL2150609,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O,CHEMBL2148052,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,562.4790000000002
CHEMBL679944,Brc1cccc(Nc2ncnc3ccsc23)c1,CHEMBL345294,7.96,IC50,nM,11.0,IC50,nM,11.0,8,7.958607314841775,306.18800000000005
CHEMBL5730777,C[C@@H]1CN(Cc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5[C@@H]34)cc2C(F)(F)F)C[C@H](C)O1,CHEMBL5981661,7.96,IC50,nM,11.0,IC50,nM,11.0,8,7.958607314841775,608.6170000000003
CHEMBL5731071,CC1(CNc2ncnc3ccc(NC(c4ccc(F)cc4)c4cn(C5CC5)nn4)cc23)CCOCC1,CHEMBL5832966,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,487.5830000000004
CHEMBL873338,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4Cl)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL360519,7.96,IC50,nM,11.0,IC50,uM,0.011,9,7.958607314841775,590.5110000000001
CHEMBL5736995,COc1nccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=C(F)N(C4(C(F)(F)F)CC4)NN3)cccc12,CHEMBL5828049,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,655.1000000000001
CHEMBL4025984,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4cc(C)cc(C)c4)cc3)ncc2F)c1,CHEMBL4087570,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,479.5590000000002
CHEMBL5736995,COc1nccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)cccc12,CHEMBL6052966,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,637.1100000000001
CHEMBL5045467,C=CC(=O)Nc1cccc(-n2c(=O)c(-c3ccccc3Cl)nc3cnc(Nc4ccc(OCCOC)cc4)nc32)c1,CHEMBL5075594,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,569.0210000000003
CHEMBL5736995,COC1=C(C(Nc2cc(Cl)c3ncc(C#N)c(NCC(C)(C)C)c3c2)c2ccc(F)nc2C)NNN1C,CHEMBL5779271,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,525.0320000000002
CHEMBL5736995,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=C(C#N)N(C2(C(F)F)CC2)NN1,CHEMBL5943599,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,596.0610000000003
CHEMBL3857034,C[C@@H](Nc1ncnc2oc(-c3ccccc3)cc12)c1ccccc1,CHEMBL3908303,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,315.37600000000003
CHEMBL5736995,Cc1c([C@H](Nc2cc(Cl)c3ncc(C#N)c(NCC(C)(C)C)c3c2)C2=CN(C3(C(F)F)CC3)NN2)ccc(=O)n1C,CHEMBL5823172,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,583.0870000000002
CHEMBL5736995,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC3(C(F)(F)F)CCC3)c2c1)C1=CN(C2(C(F)F)CC2)NN1,CHEMBL6057645,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,637.0320000000002
CHEMBL5736995,CCC(F)(F)CN1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(NCC(C)(C)C)c3c2)c2ccc(F)nc2C)NN1,CHEMBL5938251,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,573.0670000000002
CHEMBL5341566,CCN(CC)CCn1ncc2cc(Nc3nccc(-c4cn(S(=O)(=O)CC)c5ccccc45)n3)ccc21,CHEMBL5414512,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,517.6590000000003
CHEMBL5736995,COc1ccc2c([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)cccc2n1,CHEMBL6004777,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,627.675
CHEMBL862515,CCCCN(CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)CCCC,CHEMBL202398,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,482.00300000000027
CHEMBL679944,Cc1cccc(Nc2ncnc3c2sc2ccc([N+](=O)[O-])cc23)c1.Cl,CHEMBL544867,7.96,IC50,nM,11.0,IC50,nM,11.0,8,7.958607314841775,372.83700000000005
CHEMBL5251900,C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)c(OC)c4)nn32)CC1,CHEMBL3927293,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,501.5870000000003
CHEMBL5120428,CCN1CCN(c2ccc(-c3cc(Cl)c4cn(C(C(=O)Nc5nccs5)c5ncn6c5CCC6)nc4c3Cl)cc2)CC1,CHEMBL5203543,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,621.5980000000001
CHEMBL5734429,C=CC(=O)Nc1cc(Nc2ncc(F)c(-c3cnn(C)c3)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL5903077,7.96,IC50,nM,11.0,IC50,nM,11.0,8,7.958607314841775,468.53700000000026
CHEMBL5734429,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn(C)c3)n2)c(OC)cc1N1CCN(C)CC1,CHEMBL5906672,7.96,IC50,nM,11.0,IC50,nM,11.0,8,7.958607314841775,482.97600000000034
CHEMBL5736995,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CN(c4ccccc4)NN3)c3cccnc3)cc2c1Nc1cnc(F)c(F)c1,CHEMBL5889231,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,567.9910000000002
CHEMBL5358074,CCC(=O)c1cnc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)cc1N[C@@H](C)CC,CHEMBL5413772,7.96,IC50,nM,11.0,IC50,nmol/L,11.0,9,7.958607314841775,469.57100000000025
CHEMBL5736995,CCN1Cc2cccc([C@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)C3=CN(C4CCN(C(C)(C)C)CC4)NN3)c2C1,CHEMBL5999776,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,714.7209999999995
CHEMBL4726178,C=CC(=O)Nc1ccc2ncnc(Oc3ccc(C(=O)Nc4ccccn4)cc3)c2c1,CHEMBL4798086,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,411.42100000000005
CHEMBL5736995,CN1Cc2cccc([C@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)C3=CN(C4CCN(C(C)(C)C)CC4)NN3)c2C1=O,CHEMBL5830978,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,714.6769999999997
CHEMBL5374826,Cc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc4c(ccn4CCN(C)C)c3)n2)s1,CHEMBL5433431,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,472.59300000000025
CHEMBL5736995,CCN1Cc2cccc([C@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)C3=CNNN3)c2C1,CHEMBL5880248,7.96,IC50,nM,11.0,IC50,nM,11.0,9,7.958607314841775,575.479
CHEMBL5738183,C=CC(=O)N1CC(Oc2ccc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3n2)C1,CHEMBL6031696,7.96,IC50,nM,11.0,IC50,nM,11.0,8,7.958607314841775,416.26800000000014
