assay_chembl_id,canonical_smiles,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value,confidence_score,pValue,mol_weight
CHEMBL5733991,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OCC4CCN(C)CC4)c3)ncc2F)c1,CHEMBL6020313,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,476.5560000000003
CHEMBL5733991,C=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(N4CCN(CCO)CC4)c3)ncc2F)c1,CHEMBL5849106,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,478.5280000000003
CHEMBL5735051,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OCCCS(C)(=O)=O)c3)ncc2F)c1,CHEMBL5759845,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,485.5410000000003
CHEMBL5735051,COCCN(C)C/C=C/C(=O)Nc1cccc(Nc2ncc(F)c(Nc3cccc(C)c3)n2)c1,CHEMBL5808868,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,464.5450000000002
CHEMBL5735051,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCC4CCN(C)CC4)nc3)ncc2F)c1,CHEMBL5857953,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,477.5440000000003
CHEMBL5735051,C=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(OCC4CCCN(C)C4)c3)ncc2F)c1,CHEMBL6044019,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,477.5400000000003
CHEMBL5735051,C=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(OCC4CCN(C)CC4)c3)ncc2F)c1,CHEMBL5761889,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,477.5400000000003
CHEMBL5735051,Cc1cccc(Nc2nc(Nc3cccc(NC(=O)/C=C/CN4CC[C@H](O)C4)c3)ncc2F)c1,CHEMBL5872010,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,462.5290000000003
CHEMBL828723,ClCCNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL181617,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,377.67300000000006
CHEMBL5735051,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)nc3)ncc2C(=O)NC2CC2)c1,CHEMBL5960842,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,445.48300000000023
CHEMBL5735051,C=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(OC)c3)ncc2C(=O)NC2CC2)c1,CHEMBL5803352,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,445.4790000000002
CHEMBL5735051,C=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(OC)c3)ncc2C(N)=O)c1,CHEMBL5998185,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,405.41400000000016
CHEMBL5735051,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc4c(c3)CC(=O)N4)ncc2F)c1,CHEMBL5922175,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,404.40500000000014
CHEMBL5735051,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,CHEMBL3301625,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,423.4480000000002
CHEMBL5733991,C=CC(=O)Nc1ccc(C)c(Nc2ncc(C)c(Nc3cccc(C)c3)n2)c1,CHEMBL5914670,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,373.4600000000001
CHEMBL5733991,Cc1cnc(Nc2cccc(S(N)(=O)=O)c2)nc1Nc1ccc2c(c1)CCN(C(=O)CCl)C2,CHEMBL5814207,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,486.98500000000035
CHEMBL5733991,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2C)c1,CHEMBL5977918,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,424.48600000000016
CHEMBL3625155,COCCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)cc3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL3622638,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,528.6130000000002
CHEMBL952131,COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,CHEMBL93181,8.00,IC50,nM,10.0,pIC50,,8.0,8,8.0,330.18500000000006
CHEMBL1647391,C#Cc1cccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)c1,CHEMBL1645466,8.00,IC50,nM,10.0,IC50,uM,0.01,8,8.0,346.43800000000016
CHEMBL5735051,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2C#N)c1,CHEMBL5828285,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,430.46800000000025
CHEMBL5735051,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOCCNC(=O)OC(C)(C)C)cc3)ncc2F)c1,CHEMBL5905533,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,552.6070000000004
CHEMBL5735051,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(O[C@H](C)COC(=O)[C@@H](N)C(C)C)c(F)c3)ncc2F)c1,CHEMBL5801000,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,540.5710000000004
CHEMBL5735051,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)nc3)ncc2C#N)c1,CHEMBL6018336,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,387.40300000000013
CHEMBL5735051,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc4c(c3)NCCO4)ncc2F)c1,CHEMBL6021927,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,406.42100000000016
CHEMBL5735051,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc4c(cnn4C)c3)ncc2F)c1,CHEMBL5753499,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,403.4210000000001
CHEMBL5735051,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc4[nH]ncc4c3)ncc2F)c1,CHEMBL5918123,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,389.39400000000006
CHEMBL5736995,C[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CNNN3)c3cccnc3)cc12)c1ccccc1,CHEMBL5821647,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,482.9790000000001
CHEMBL5215241,COc1cc2ncnc(Sc3cccc(NC(=S)Nc4ccc(Br)c(C(F)(F)F)c4)c3)c2cc1OC,CHEMBL5218990,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,595.466
CHEMBL5735052,C=CC(=O)Nc1cccc(Nc2ncc(C)c(Nc3cccc(C)c3)n2)c1,CHEMBL6013487,,IC50,nM,10.0,IC50,nM,10.0,8,8.0,359.43300000000005
CHEMBL674026,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,CHEMBL95692,,IC50,nM,10.0,IC50,nM,10.0,8,8.0,353.4010000000002
CHEMBL1647391,NC1CCN(Cc2ccn3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1,CHEMBL1645476,8.00,IC50,nM,10.0,IC50,uM,0.01,8,8.0,374.85100000000017
CHEMBL3860367,C=CC(=O)N(C)c1cccc(-n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)c1,CHEMBL3961202,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,478.47400000000016
CHEMBL5620521,CN1CCN(c2ccc(Nc3ncc4cc(CNc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,CHEMBL5188948,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,481.6480000000003
CHEMBL5733991,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCS(=O)(=O)CC4)nc3)ncc2F)c1,CHEMBL5842979,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,483.5290000000003
CHEMBL5733991,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OCC4CCCN(C)C4)c3)ncc2F)c1,CHEMBL5742664,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,476.5560000000003
CHEMBL3854867,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(Cc4ccccn4)cc3)ncnc2cn1,CHEMBL3969056,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,439.5230000000001
CHEMBL3854867,O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc(Cc4ccccn4)cc3)ncnc2cn1,CHEMBL3967962,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,465.5610000000002
CHEMBL5735051,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OCCN4CCCC4=O)c3)ncc2F)c1,CHEMBL5934357,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,476.51200000000034
CHEMBL5735051,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)nc3)ncc2C)c1,CHEMBL5921026,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,377.4040000000001
CHEMBL5735051,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)nc3)ncc2C(C)=O)c1,CHEMBL6044241,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,405.41400000000016
CHEMBL5736995,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3cccc4c(C#N)nccc34)cc12,CHEMBL6058935,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,622.659
CHEMBL5736995,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3ccc4nccn4c3)cc12,CHEMBL5813210,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,586.6260000000001
CHEMBL5735052,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2F)c1,CHEMBL6044013,,IC50,nM,10.0,IC50,nM,10.0,8,8.0,441.4380000000002
CHEMBL3854867,CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,CHEMBL3939985,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,605.1139999999998
CHEMBL5735051,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCCNC(=O)OC(C)(C)C)cc3)ncc2F)c1,CHEMBL5815367,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,522.5810000000004
CHEMBL5735051,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OC)c3)ncc2C(=O)Nc2ccccc2)c1,CHEMBL5852794,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,480.5280000000002
CHEMBL5735051,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)nc3)ncc2C(F)(F)F)c1,CHEMBL5862179,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,430.3900000000001
CHEMBL5735052,C=CC(=O)Nc1cccc(Nc2nccc(Nc3cccc(C)c3)n2)c1,CHEMBL6012059,,IC50,nM,10.0,IC50,nM,10.0,8,8.0,345.40600000000006
CHEMBL680021,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,CHEMBL52076,8.00,IC50,nM,10.0,IC50,nM,10.0,8,8.0,316.16200000000003
CHEMBL5736995,N#Cc1cnc2c(Cl)cc(N[C@@H](C3=CCOCC3)C3=CN(C4COC4)NN3)cc2c1Nc1ccc(Cl)c(Cl)c1F,CHEMBL5839283,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,602.8850000000002
CHEMBL5736995,Cc1ncccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3cccc(Cl)c3)c2c1)C1=CN(C(C)C)NN1,CHEMBL5755194,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,545.4780000000001
CHEMBL3887185,CC(C)n1c(Nc2ccc(C(=O)Nc3cccc(F)c3)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CHEMBL3678956,8.00,IC50,nM,10.0,IC50,nM,10.0,8,8.0,579.6840000000001
CHEMBL5735051,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OCCN(C)C)c3)ncc2F)c1,CHEMBL5994835,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,436.4910000000002
CHEMBL5733991,C=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(OCCCS(C)(=O)=O)c3)ncc2F)c1,CHEMBL6064280,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,486.52500000000026
CHEMBL868329,COc1cc(OC2CCNCC2)c2c(Nc3ccc(F)c(Cl)c3)ncnc2c1,CHEMBL205149,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,402.857
CHEMBL3870704,Cc1ccc(Oc2ccc(Nc3ncnc4ccc(-c5cn(CCCCCCC(=O)NO)nn5)cc34)cc2C)cn1,CHEMBL3893822,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,552.6390000000004
CHEMBL952131,Nc1c(Br)cccc1Nc1ncnc2ccncc12,CHEMBL258598,8.00,IC50,nM,10.0,pIC50,,8.0,8,8.0,316.1620000000001
CHEMBL5733991,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2C#N)c1,CHEMBL5970856,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,448.45800000000025
CHEMBL5733991,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2C(F)(F)F)c1,CHEMBL5828011,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,491.4450000000002
CHEMBL5735051,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OCC(O)CO)c3)ncc2F)c1,CHEMBL6011214,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,439.4470000000002
CHEMBL680021,c1ccc(CNc2ncnc3ncccc23)cc1,CHEMBL54383,,IC50,nM,10.0,IC50,nM,10.0,8,8.0,236.27800000000002
CHEMBL4730561,Fc1ccc(Br)c(F)c1Nc1ncnc2cc3c(cc12)OCCO3,CHEMBL4786961,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,394.17500000000024
CHEMBL987693,Fc1ccc(Nc2ncnc3nc(Nc4ccc(CN5CCCCC5)cc4)sc23)cc1Cl,CHEMBL470011,8.00,IC50,nM,10.0,IC50,nM,10.0,8,8.0,468.98900000000026
CHEMBL991653,CCN1CCN(CC/C=C/c2ccc3c(Nc4ccc(Sc5nccn5C)c(Cl)c4)c(C#N)cnc3c2)CC1,CHEMBL489058,8.00,IC50,nM,10.0,IC50,uM,0.01,8,8.0,558.1550000000001
CHEMBL1028080,Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5ccco5)sc34)cc2Cl)c1,CHEMBL479800,8.00,IC50,nM,10.0,IC50,nM,10.0,8,8.0,451.9100000000002
CHEMBL677210,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCN(C)CC1,CHEMBL300791,8.00,IC50,nM,10.0,IC50,uM,0.01,8,8.0,445.9260000000004
CHEMBL5733991,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OCCOC)cc3)ncc2C2CC2)c1,CHEMBL5946021,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,446.5070000000003
CHEMBL5733991,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCC(O)CO)c(F)c3)ncc2F)c1,CHEMBL5976678,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,457.4370000000002
CHEMBL5736995,Cc1ncccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(N[C@H](C)c3ccccc3)c2c1)C1=CN(C2COC2)NN1,CHEMBL5844686,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,553.0700000000002
CHEMBL5736995,Cc1ncccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3cnc(F)c(F)c3)c2c1)C1=CN(C2COC2)NN1,CHEMBL6027214,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,561.984
CHEMBL5733992,Cc1cnc(Nc2ccccc2)nc1Nc1cccc(NC(=O)/C=C/CN(C)C)c1,CHEMBL5795317,,IC50,nM,10.0,IC50,nM,10.0,8,8.0,402.5020000000002
CHEMBL5733992,C=CC(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1,CHEMBL5781806,,IC50,nM,10.0,IC50,nM,10.0,8,8.0,331.379
CHEMBL5737860,COc1cc(C2CCNCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(N)(=O)=O)n1,CHEMBL5901475,8.00,IC50,nM,10.0,IC50,nM,10.0,8,8.0,504.0160000000002
CHEMBL4013155,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C)ccn2)c1,CHEMBL4086878,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,395.48800000000006
CHEMBL5736995,CC(C)(C)N1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3csc4ccccc34)NN2)CC1,CHEMBL6048492,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,701.7030000000001
CHEMBL4417018,CC(=O)OC[C@@]1(C)[C@@H]2CC[C@]3(C)[C@H](CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)OCCCCO[N+](=O)[O-])CC[C@]43C)[C@@]2(C)CC[C@@H]1OC(C)=O,CHEMBL4588786,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,673.8880000000001
CHEMBL677210,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCOCC1,CHEMBL14699,8.00,IC50,nM,10.0,IC50,uM,0.01,8,8.0,432.8830000000004
CHEMBL853149,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1C[C@H](OC)C[C@@H]1C(N)=O,CHEMBL207235,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,459.90900000000033
CHEMBL853149,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(N)=O,CHEMBL208292,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,429.8830000000003
CHEMBL853149,COCC[C@@H](C(N)=O)N(C)Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,CHEMBL207445,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,461.9250000000001
CHEMBL853149,COCCN(Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC)[C@@H](C)C(N)=O,CHEMBL382823,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,461.92500000000024
CHEMBL5736995,COc1ncccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)(F)F)CC2)NN1,CHEMBL5741712,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,577.6150000000001
CHEMBL873338,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc5ccccc45)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL359629,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,606.126
CHEMBL4411959,C=C(Cl)C(=O)Nc1cc(Nc2nc(C)cc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL4439632,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,548.0910000000002
CHEMBL4041413,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccccc3)c3c(N)ncnc32)C1,CHEMBL4099713,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,348.41000000000014
CHEMBL680015,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1,CHEMBL155761,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,584.0980000000002
CHEMBL3817138,C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C)CC5)c4)cnc3N)nc3cnccc32)c1,CHEMBL3814714,8.00,EC50,nM,10.0,EC50,uM,0.01,9,8.0,520.6010000000003
CHEMBL4342859,COc1cc2ncnc3c2cc1OCCCCCN(C)Cc1ccc(Br)cc1N3,CHEMBL3109738,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,457.37200000000007
CHEMBL5346377,Cc1c(-c2ccc(N3CCOCC3)cc2)cc(C(F)F)c2cn(C(C(=O)Nc3nccs3)c3ncn4c3CCC43CC3)nc12,CHEMBL5170519,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,615.7099999999997
CHEMBL5736995,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)CC#N)c2c1)C1=CN(C2(C(F)F)CC2)NN1,CHEMBL5811714,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,596.0610000000003
CHEMBL680029,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC,CHEMBL419137,8.00,IC50,nM,10.0,IC50,uM,0.01,8,8.0,321.3800000000001
CHEMBL5736995,COc1nccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C5CC5)CC4)NN3)cccc12,CHEMBL5810622,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,609.1780000000002
CHEMBL677880,Cc1c(-c2ccccc2)[nH]c2ncnc(Nc3cccc(Cl)c3)c12,CHEMBL311129,8.00,IC50,nM,10.0,IC50,uM,0.01,8,8.0,334.81
CHEMBL5735051,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3)ncc2C(F)(F)F)c1,CHEMBL5903158,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,399.37600000000003
CHEMBL5735051,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccccc3)ncc2C)c1,CHEMBL5877203,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,346.39000000000004
CHEMBL5736995,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CN(C4CCNCC4)NN3)c3cccs3)cc2c1Nc1ccc(F)c(Cl)c1,CHEMBL5790308,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,595.5350000000002
CHEMBL5736995,Cn1ccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC5(C(F)(F)F)CCC5)c4c3)C3=CN(C4(C(F)F)CC4)NN3)cccc2c1=O,CHEMBL5913616,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,685.1010000000001
CHEMBL5358074,CC[C@H](C)Nc1cc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)ncc1C(=O)NCCN(C)C,CHEMBL5401619,8.00,IC50,nM,10.0,IC50,nmol/L,10.0,9,8.0,527.6550000000003
CHEMBL944276,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1,CHEMBL453376,8.00,IC50,nM,10.0,pIC50,,8.0,9,8.0,598.1250000000002
CHEMBL853150,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CN(C)C1,CHEMBL207718,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,458.92500000000035
CHEMBL925198,CCOc1cc2ncnc(C#Cc3[nH]ccc3-c3ccccc3)c2cc1OCC,CHEMBL251124,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,383.45100000000014
CHEMBL5736995,Cc1ncsc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)(F)F)CC2)NN1,CHEMBL5770894,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,577.0800000000002
CHEMBL3238947,O=C(/C=C/CNCC1COC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,CHEMBL3233774,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,447.92300000000006
CHEMBL5735051,C=C(C)C(=O)Cc1cccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2F)c1,CHEMBL5804385,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,454.4770000000002
CHEMBL5735051,Cc1cccc(Nc2nc(Nc3cccc(NC(=O)/C=C/CN(C)C)c3)ncc2C)c1,CHEMBL5910371,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,416.5290000000002
CHEMBL5733992,C#CCOc1cccc(Nc2ncc(C)c(Nc3cccc(NC(=O)C=C)c3)n2)c1,CHEMBL5798780,,IC50,nM,10.0,IC50,nM,10.0,8,8.0,399.4540000000001
CHEMBL5228569,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)OCCCC[N+](=O)[O-])CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)CO,CHEMBL5287477,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,615.8520000000003
CHEMBL5731481,C=CC(=O)N1CC[C@@H](n2nc(C(=O)Nc3nc4cc(CCOC)ccc4o3)c3c(N)ncnc32)C1,CHEMBL5943616,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,476.49700000000036
CHEMBL5733991,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OC)c3)ncc2C(=O)NC2CC2)c1,CHEMBL6049478,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,444.49500000000023
CHEMBL5733991,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OC)c3)ncc2C(N)=O)c1,CHEMBL5891594,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,404.4300000000002
CHEMBL5511547,C#CC(=O)NCCn1cc(-c2ncnc3cc(OC)c(OC)cc23)c(-c2cccc(OC)c2)n1,CHEMBL5567954,8.00,IC50,nM,10.0,IC50,uM,0.01,9,8.0,457.49000000000024
CHEMBL1272513,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@@H](C)O[C@@H](C)C3)ns2)n1,CHEMBL1270399,,IC50,nM,10.0,IC50,nM,10.0,8,8.0,438.5610000000002
CHEMBL5140665,COc1cc(N(C)CCN(C)C)c(NC(=O)c2ccncn2)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1,CHEMBL5201846,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,551.6550000000001
CHEMBL5736995,CC[C@@H](Nc1c(C#N)cnc2c(OC)cc(N[C@@H](C3=CN(C4CC4)NN3)c3ccc(F)nc3)cc12)c1ccccc1,CHEMBL5740900,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,550.6420000000002
CHEMBL5735051,C=CC(=O)Nc1cccc(Nc2ncc(F)c(Nc3ccc(OCCOC)cc3)n2)c1,CHEMBL5747206,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,423.4480000000002
CHEMBL5733991,C=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(OC)c3)ncc2C(=O)Nc2ccccc2)c1,CHEMBL5752925,,IC50,nM,10.0,IC50,nM,10.0,9,8.0,481.51200000000017
CHEMBL5736995,Cc1nc(Cl)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1)C1=CN(C2COC2)NN1,CHEMBL5992704,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,611.896
CHEMBL5736995,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CN(CCN4CCOCC4)NN3)c3cccnc3)cc2c1Nc1ccc(F)c(Cl)c1,CHEMBL5921189,8.00,IC50,nM,10.0,IC50,nM,10.0,9,8.0,620.5200000000003
