canonical_smiles,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value
Nc1ncnc2c1c(-c1ccccc1)cn2-c1cccc(CO)c1,CHEMBL173478,4.92,IC50,nM,12000.0,IC50,uM,12.0
O=C(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL355816,9.55,IC50,nM,0.28,IC50,nM,0.28
CNc1cc2c(Nc3cccc(Cl)c3)ncnc2cn1,CHEMBL166154,9.72,IC50,nM,0.19,IC50,nM,0.19
Cc1cccc(Nc2ncnc3cnc(N(C)C)cc23)c1,CHEMBL163188,8.55,IC50,nM,2.8,IC50,nM,2.8
O=C(O)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL163168,7.57,IC50,nM,27.0,IC50,nM,27.0
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,CHEMBL275117,,IC50,nM,20000.0,IC50,uM,20.0
Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1,CHEMBL169757,6.3,IC50,nM,500.0,IC50,uM,0.5
Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1,CHEMBL169757,5.52,IC50,nM,3000.0,IC50,uM,3.0
Cc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1,CHEMBL162508,8.74,IC50,nM,1.8,IC50,nM,1.8
CN(C)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL166358,8.92,IC50,nM,1.2,IC50,nM,1.2
Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)cc23)c1,CHEMBL162981,8.77,IC50,nM,1.7,IC50,nM,1.7
Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL51853,9.89,IC50,nM,0.13,IC50,nM,0.13
O=C(Cc1ccc2ccccc2c1)Nc1cc(C2CC2)n[nH]1,CHEMBL115220,,IC50,nM,10000.0,IC50,nM,10000.0
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CHEMBL535,,IC50,nM,20000.0,IC50,uM,20.0
CN(C)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL162034,8.96,IC50,nM,1.1,IC50,nM,1.1
CN(C)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL162034,8.96,IC50,nM,1.1,IC50,uM,0.0011
Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,CHEMBL162622,9.19,IC50,nM,0.65,IC50,nM,0.65
Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,CHEMBL162622,9.15,IC50,nM,0.7,IC50,uM,0.0007
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(C)cc2)c1O,CHEMBL333454,5.06,IC50,nM,8700.0,IC50,uM,8.7
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(C)cc2)c1O,CHEMBL333454,5.76,IC50,nM,1750.0,IC50,uM,1.75
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccc(Cl)cc2)c1O,CHEMBL119923,4.83,IC50,nM,14800.0,IC50,uM,14.8
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccc(Cl)cc2)c1O,CHEMBL119923,4.8,IC50,nM,16000.0,IC50,uM,16.0
O=C(O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,CHEMBL76958,6.0,IC50,nM,1000.0,IC50,uM,1.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(O)cc2)c1O,CHEMBL419047,5.6,IC50,nM,2500.0,IC50,uM,2.5
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(O)cc2)c1O,CHEMBL419047,5.6,IC50,nM,2500.0,IC50,uM,2.5
N#C/C(=C\c1cc(O)c(O)c(CSc2nc3ccccc3s2)c1)C(N)=O,CHEMBL333553,5.19,IC50,nM,6500.0,IC50,uM,6.5
N#C/C(=C\c1cc(O)c(O)c(CSc2nc3ccccc3s2)c1)C(N)=O,CHEMBL333553,5.5,IC50,nM,3200.0,IC50,uM,3.2
COc1cc(C=C(C#N)C#N)cc(C)c1O,CHEMBL120564,,IC50,nM,2600000.0,IC50,uM,2600.0
COc1cc(C=C(C#N)C#N)cc(C)c1O,CHEMBL120564,4.06,IC50,nM,87000.0,IC50,uM,87.0
NCCNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,CHEMBL309075,5.27,IC50,nM,5400.0,IC50,uM,5.4
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCCC(=O)O)c1O,CHEMBL424625,,IC50,nM,125000.0,IC50,uM,125.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCCC(=O)O)c1O,CHEMBL424625,,IC50,nM,50000.0,IC50,uM,50.0
CCCCNC(=O)c1ccc(S(=O)(=O)Oc2ccc(C=O)cc2)cc1,CHEMBL74038,,IC50,nM,100000.0,IC50,uM,100.0
COc1cc(/C=C(\C#N)C(=O)c2ccc(O)c(O)c2)cc(CSCc2ccccc2)c1O,CHEMBL116547,6.12,IC50,nM,750.0,IC50,uM,0.75
COc1cc(/C=C(\C#N)C(=O)c2ccc(O)c(O)c2)cc(CSCc2ccccc2)c1O,CHEMBL116547,5.35,IC50,nM,4500.0,IC50,uM,4.5
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3o2)c1O,CHEMBL118205,4.9,IC50,nM,12500.0,IC50,uM,12.5
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3o2)c1O,CHEMBL118205,5.28,IC50,nM,5300.0,IC50,uM,5.3
COc1cc(/C=C(\C#N)C(N)=O)cc(CSC2=NCCS2)c1O,CHEMBL324030,4.79,IC50,nM,16300.0,IC50,uM,16.3
COc1cc(/C=C(\C#N)C(N)=O)cc(CSC2=NCCS2)c1O,CHEMBL324030,5.06,IC50,nM,8800.0,IC50,uM,8.8
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccn2)c1O,CHEMBL119156,4.6,IC50,nM,25000.0,IC50,uM,25.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccn2)c1O,CHEMBL119156,5.47,IC50,nM,3400.0,IC50,uM,3.4
N#C/C(=C\c1cc(O)c(O)c(CSCc2ccccc2)c1)C(N)=O,CHEMBL432428,6.03,IC50,nM,940.0,IC50,uM,0.94
N#C/C(=C\c1cc(O)c(O)c(CSCc2ccccc2)c1)C(N)=O,CHEMBL432428,6.19,IC50,nM,640.0,IC50,uM,0.64
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccccc2)c1O,CHEMBL326318,5.71,IC50,nM,1950.0,IC50,uM,1.95
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccccc2)c1O,CHEMBL326318,6.05,IC50,nM,900.0,IC50,uM,0.9
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL477,,IC50,nM,195000.0,IC50,uM,195.0
O=C(O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1O,CHEMBL449093,7.27,IC50,nM,54.0,IC50,uM,0.054
CNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C(\C)[N+](=O)[O-])cc2OC)cc1,CHEMBL78280,5.4,IC50,nM,4000.0,IC50,uM,4.0
COc1cc(C=C(C#N)C#N)cc(CSc2ccccc2)c1O,CHEMBL122522,,IC50,nM,370000.0,IC50,uM,370.0
COc1cc(C=C(C#N)C#N)cc(CSc2ccccc2)c1O,CHEMBL122522,5.17,IC50,nM,6700.0,IC50,uM,6.7
O=[N+]([O-])/C=C/c1ccc(O)c(O)c1,CHEMBL78224,5.06,IC50,nM,8800.0,IC50,uM,8.8
Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cc2ccncc2)cc1,CHEMBL288812,,Inhibition,%,17.0,Inhibition,%,17.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2C(=O)O)c1O,CHEMBL119987,4.43,IC50,nM,37000.0,IC50,uM,37.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2C(=O)O)c1O,CHEMBL119987,6.15,IC50,nM,710.0,IC50,uM,0.71
CCOc1ccc2nc(SCc3cc(/C=C(\C#N)C(N)=O)cc(OC)c3O)sc2c1,CHEMBL117055,,IC50,nM,100000.0,IC50,uM,100.0
CCOc1ccc2nc(SCc3cc(/C=C(\C#N)C(N)=O)cc(OC)c3O)sc2c1,CHEMBL117055,,IC50,nM,167000.0,IC50,uM,167.0
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL388978,7.31,IC50,nM,49.0,IC50,uM,0.049
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCCCC(=O)O)c1O,CHEMBL326044,4.22,IC50,nM,60000.0,IC50,uM,60.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCCCC(=O)O)c1O,CHEMBL326044,4.32,IC50,nM,48000.0,IC50,uM,48.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O,CHEMBL116595,5.54,IC50,nM,2900.0,IC50,uM,2.9
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O,CHEMBL116595,6.4,IC50,nM,400.0,IC50,uM,0.4
COc1cc(C=C(C#N)C#N)cc(CSc2ccccc2C(=O)O)c1O,CHEMBL118321,4.44,IC50,nM,36000.0,IC50,uM,36.0
COc1cc(C=C(C#N)C#N)cc(CSc2ccccc2C(=O)O)c1O,CHEMBL118321,5.1,IC50,nM,8000.0,IC50,uM,8.0
COc1cc(/C=C/[N+](=O)[O-])ccc1O,CHEMBL309016,5.1,IC50,nM,7900.0,IC50,uM,7.9
COc1cc(/C=C(\C)[N+](=O)[O-])ccc1OS(=O)(=O)c1ccc(C(=O)O)cc1,CHEMBL77397,5.6,IC50,nM,2500.0,IC50,uM,2.5
CC(C)(C)OC(=O)NCCNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,CHEMBL418906,5.85,IC50,nM,1400.0,IC50,uM,1.4
C/C(=C\c1ccc(O)c(O)c1)[N+](=O)[O-],CHEMBL78049,5.03,IC50,nM,9400.0,IC50,uM,9.4
C[C@@H](NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1)C(=O)N[C@H](C)C(=O)NCCN,CHEMBL309392,4.77,IC50,nM,17000.0,IC50,uM,17.0
COc1cc(C=C(C#N)C#N)cc(CS(=O)(=O)c2ccc(C)cc2)c1O,CHEMBL334032,4.07,IC50,nM,85000.0,IC50,uM,85.0
COc1cc(C=C(C#N)C#N)cc(CS(=O)(=O)c2ccc(C)cc2)c1O,CHEMBL334032,4.64,IC50,nM,23000.0,IC50,uM,23.0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COC(=O)c2ccc(S(=O)(=O)Oc3ccc(/C=C/[N+](=O)[O-])cc3)cc2)[C@@H](O)[C@H]1O,CHEMBL505705,6.22,IC50,nM,600.0,IC50,uM,0.6
CCN1CCOCCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCOCC1,CHEMBL103055,,IC50,nM,100000.0,IC50,uM,100.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,CHEMBL115519,5.36,IC50,nM,4400.0,IC50,uM,4.4
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,CHEMBL115519,,IC50,nM,83000.0,IC50,uM,83.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc3ccccc3c2)c1O,CHEMBL330879,5.18,IC50,nM,6600.0,IC50,uM,6.6
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc3ccccc3c2)c1O,CHEMBL330879,5.77,IC50,nM,1700.0,IC50,uM,1.7
COC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1O,CHEMBL76929,5.75,IC50,nM,1800.0,IC50,uM,1.8
C[C@@H](NC(=O)[C@@H](C)NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1)C(=O)O,CHEMBL311133,5.16,IC50,nM,7000.0,IC50,uM,7.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3s2)c1O,CHEMBL118109,4.73,IC50,nM,18600.0,IC50,uM,18.6
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3s2)c1O,CHEMBL118109,4.72,IC50,nM,19000.0,IC50,uM,19.0
COc1cc(/C=C/[N+](=O)[O-])ccc1OS(=O)(=O)c1ccc(C(=O)O)cc1,CHEMBL418907,5.55,IC50,nM,2800.0,IC50,uM,2.8
COC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,CHEMBL77401,5.82,IC50,nM,1500.0,IC50,uM,1.5
CCCCNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,CHEMBL77100,5.32,IC50,nM,4800.0,IC50,uM,4.8
O=[N+]([O-])/C=C/c1ccc(O)cc1,CHEMBL307481,5.0,IC50,nM,10100.0,IC50,uM,10.1
CC(C)(C)NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,CHEMBL78206,5.89,IC50,nM,1300.0,IC50,uM,1.3
COc1cc(/C=C/[N+](=O)[O-])ccc1OS(=O)(=O)c1ccc(C(=O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1,CHEMBL453502,6.3,IC50,nM,500.0,IC50,uM,0.5
C[C@@H](NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1)C(=O)N[C@H](C)C(=O)NCCNC(=O)OC(C)(C)C,CHEMBL309073,,IC50,nM,50000.0,IC50,uM,50.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2NC(C)=O)c1O,CHEMBL115895,5.25,IC50,nM,5600.0,IC50,uM,5.6
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2NC(C)=O)c1O,CHEMBL115895,4.66,IC50,nM,22000.0,IC50,uM,22.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O,CHEMBL331026,4.12,IC50,nM,75000.0,IC50,uM,75.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O,CHEMBL331026,4.84,IC50,nM,14500.0,IC50,uM,14.5
Cc1cc(C=C(C#N)C#N)cc(O)c1O,CHEMBL116423,5.25,IC50,nM,5600.0,IC50,uM,5.6
Cc1cc(C=C(C#N)C#N)cc(O)c1O,CHEMBL116423,4.21,IC50,nM,62000.0,IC50,uM,62.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccccc2Cl)c1O,CHEMBL326100,5.6,IC50,nM,2500.0,IC50,uM,2.5
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccccc2Cl)c1O,CHEMBL326100,6.0,IC50,nM,1000.0,IC50,uM,1.0
COc1cc(C=C(C#N)C#N)cc(CSCC(=O)O)c1O,CHEMBL120719,4.02,IC50,nM,96000.0,IC50,uM,96.0
COc1cc(C=C(C#N)C#N)cc(CSCC(=O)O)c1O,CHEMBL120719,4.27,IC50,nM,54000.0,IC50,uM,54.0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1S,CHEMBL14326,,kmax/KS,M-1 s-1,2000.0,kmax/KS,M-1 s-1,2000.0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1S,CHEMBL14326,6.0,Kd,nM,1000.0,Kd,uM,1.0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1S,CHEMBL14326,,T1/2,hr,0.08333,T1/2,min,5.0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1S,CHEMBL14326,,kmax,s-1,2.3,kmax,s-1,2.3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1S,CHEMBL14326,,Inhibition,%,70.0,Inhibition,%,70.0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1S,CHEMBL14326,,KS,uM,1.0,KS,uM,1.0
CNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,CHEMBL74432,6.4,IC50,nM,400.0,IC50,uM,0.4
O=C(O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)c(O)c1,CHEMBL77688,6.51,IC50,nM,310.0,IC50,uM,0.31
C[C@@H](NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1)C(=O)N[C@H](C)C(=O)OC(C)(C)C,CHEMBL312451,4.4,IC50,nM,40000.0,IC50,uM,40.0
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCn1ccnc1,CHEMBL286343,8.52,IC50,nM,3.0,IC50,nM,3.0
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCn1ccnc1,CHEMBL286343,7.68,IC50,nM,21.0,IC50,nM,21.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31965,8.82,IC50,nM,1.5,IC50,nM,1.5
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31965,8.13,IC50,nM,7.4,IC50,nM,7.4
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL285063,9.15,IC50,nM,0.7,IC50,nM,0.7
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL285063,8.57,IC50,nM,2.7,IC50,nM,2.7
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL27685,8.74,IC50,nM,1.8,IC50,nM,1.8
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL27685,8.33,IC50,nM,4.7,IC50,nM,4.7
C=CC(=O)N(C)c1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31630,7.7,IC50,nM,20.0,IC50,nM,20.0
C=CC(=O)N(C)c1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31630,7.06,IC50,nM,88.0,IC50,nM,88.0
C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL27688,8.82,IC50,nM,1.5,IC50,nM,1.5
C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL27688,7.57,IC50,nM,27.0,IC50,nM,27.0
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,CHEMBL31373,9.12,IC50,nM,0.75,IC50,nM,0.75
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,CHEMBL31373,8.51,IC50,nM,3.1,IC50,nM,3.1
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,CHEMBL31816,9.02,IC50,nM,0.95,IC50,nM,0.95
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,CHEMBL31816,6.54,IC50,nM,291.0,IC50,nM,291.0
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1,CHEMBL417478,9.8,IC50,nM,0.16,IC50,nM,0.16
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1,CHEMBL417478,6.92,IC50,nM,119.0,IC50,nM,119.0
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCN1CCN(C)CC1,CHEMBL32844,8.77,IC50,nM,1.7,IC50,nM,1.7
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCN1CCN(C)CC1,CHEMBL32844,8.52,IC50,nM,3.0,IC50,nM,3.0
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCCN(C)C,CHEMBL31588,8.41,IC50,nM,3.9,IC50,nM,3.9
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCCN(C)C,CHEMBL31588,8.1,IC50,nM,7.9,IC50,nM,7.9
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31656,8.82,IC50,nM,1.5,IC50,nM,1.5
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31656,6.36,IC50,nM,434.0,IC50,nM,434.0
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31419,8.44,IC50,nM,3.6,IC50,nM,3.6
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31419,8.28,IC50,nM,5.3,IC50,nM,5.3
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1SCCCN(CC)CC,CHEMBL31326,9.11,IC50,nM,0.78,IC50,nM,0.78
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1SCCCN(CC)CC,CHEMBL31326,6.71,IC50,nM,196.0,IC50,nM,196.0
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,CHEMBL31815,9.38,IC50,nM,0.42,IC50,nM,0.42
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,CHEMBL31815,8.33,IC50,nM,4.7,IC50,nM,4.7
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,CHEMBL280757,9.16,IC50,nM,0.69,IC50,nM,0.69
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,CHEMBL280757,8.57,IC50,nM,2.7,IC50,nM,2.7
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,CHEMBL28418,9.12,IC50,nM,0.75,IC50,nM,0.75
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,CHEMBL28418,7.75,IC50,nM,18.0,IC50,nM,18.0
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1CCCCN1CCOCC1,CHEMBL281543,8.57,IC50,nM,2.7,IC50,nM,2.7
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1CCCCN1CCOCC1,CHEMBL281543,5.29,IC50,nM,5100.0,IC50,nM,5100.0
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1,CHEMBL284326,8.18,IC50,nM,6.6,IC50,nM,6.6
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1,CHEMBL284326,6.58,IC50,nM,264.0,IC50,nM,264.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCOCCCCO,CHEMBL32079,8.77,IC50,nM,1.7,IC50,nM,1.7
C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCN(C)CC1,CHEMBL31622,8.7,IC50,nM,2.0,IC50,nM,2.0
C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCN(C)CC1,CHEMBL31622,7.75,IC50,nM,18.0,IC50,nM,18.0
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCOC,CHEMBL31570,9.01,IC50,nM,0.97,IC50,nM,0.97
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCOC,CHEMBL31570,6.42,IC50,nM,377.0,IC50,nM,377.0
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(CN(C)C)c(Br)c3)c2c1,CHEMBL283201,7.35,IC50,nM,45.0,IC50,nM,45.0
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(CN(C)C)c(Br)c3)c2c1,CHEMBL283201,6.38,IC50,nM,416.0,IC50,nM,416.0
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCCN(C)C)c(Br)c3)c2c1,CHEMBL31369,7.57,IC50,nM,27.0,IC50,nM,27.0
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCCN(C)C)c(Br)c3)c2c1,CHEMBL31369,5.11,IC50,nM,7693.0,IC50,nM,7693.0
CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl,CHEMBL57366,6.35,IC50,nM,450.0,IC50,uM,0.45
Cc1cc(C)c(C)c(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1C,CHEMBL56236,5.17,IC50,nM,6680.0,IC50,uM,6.68
COc1cc(OC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,CHEMBL299763,4.3,IC50,nM,50000.0,IC50,uM,50.0
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Cl)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Cl)ccc21,CHEMBL293889,5.37,IC50,nM,4300.0,IC50,uM,4.3
Cn1c(SSc2c(C#N)c3ccccc3n2C)c(C#N)c2ccccc21,CHEMBL160566,5.16,IC50,nM,6900.0,IC50,uM,6.9
CC1C(=S)N(C)c2ccccc21,CHEMBL346029,,FC50,uM,100.0,FC50,uM,100.0
O=[N+]([O-])c1cccc2c(NCc3ccccc3)ncnc12,CHEMBL117696,,IC50,nM,10000.0,IC50,nM,10000.0
Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,CHEMBL420624,10.0,IC50,nM,0.1,IC50,nM,0.1
CCOc1cc2ncnc(Nc3cc(-c4csc(C)n4)c(F)cc3F)c2cc1OCC,CHEMBL420347,,Inhibition,%,,Inhibition,,
CCOc1ccc(-c2csc(C)n2)cc1Nc1ncnc2cc(OCC)c(OCC)cc12,CHEMBL127159,,Inhibition,%,90.0,Inhibition,%,90.0
CCCc1nc(-c2cccc(Nc3ncnc4cc(OCC)c(OCC)cc34)c2)cs1,CHEMBL340114,,Inhibition,%,,Inhibition,,
CCOc1cc2ncnc(Nc3cccc(-c4csc(NC)n4)c3)c2cc1OCC,CHEMBL443033,,Inhibition,%,74.0,Inhibition,%,74.0
Cc1nc(-c2cccc(Nc3ncnc4ccccc34)c2)cs1,CHEMBL339084,,Inhibition,%,,Inhibition,,
CCCCOc1cc2ncnc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OC,CHEMBL123918,,Inhibition,%,,Inhibition,,
