canonical_smiles,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value
CCOc1cc2c(Nc3cccc(-c4csc(C)n4)c3)ncnc2cc1OC(C)C,CHEMBL338218,,Inhibition,%,90.0,Inhibition,%,90.0
CC(C)c1cc(/C=C2\C(=O)Nc3ccccc32)cc(C(C)C)c1O,CHEMBL85021,4.82,IC50,nM,15300.0,IC50,uM,15.3
Cc1cccc2c1/C(=C/c1ccc[nH]1)C(=O)N2,CHEMBL85403,,IC50,nM,100000.0,IC50,uM,100.0
CN(C)CCCn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2CCCN(C)C)c(C(=O)Nc2ccccc2)c2ccccc21,CHEMBL350699,,FC50,uM,26.0,FC50,uM,26.0
O=[N+]([O-])c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL329161,6.05,IC50,nM,897.0,IC50,nM,897.0
Nc1cccc2c(Nc3cccc(Br)c3)ncnc12,CHEMBL333082,6.98,IC50,nM,105.0,IC50,nM,105.0
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,CHEMBL53690,9.04,IC50,nM,0.91,IC50,nM,0.91
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,CHEMBL53690,8.35,IC50,nM,4.5,IC50,nM,4.5
CCOc1cc2nc(C(F)(F)F)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL341010,,Inhibition,%,,Inhibition,,
CCOc1cc2ncnc(Nc3cccc(-c4csc(Cc5ccccc5)n4)c3)c2cc1OCC,CHEMBL126890,,Inhibition,%,,Inhibition,,
Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL21162,,IC50,nM,100000.0,IC50,uM,100.0
Cc1c(SSc2c(C)c3ccccc3n2C)n(C)c2ccccc12,CHEMBL158879,,IC50,nM,100000.0,IC50,uM,100.0
C=CC(=O)Nc1ccc2c(Nc3cccc(C)c3)ncnc2c1,CHEMBL297968,8.8,IC50,nM,1.6,IC50,nM,1.6
C=CC(=O)Nc1ccc2c(Nc3cccc(C)c3)ncnc2c1,CHEMBL297968,7.05,IC50,nM,90.0,IC50,nM,90.0
CCOc1cc2nc(CCCl)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL339328,,Inhibition,%,11.0,Inhibition,%,11.0
CCOc1cc2ncnc(Nc3ccc(Cl)c(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL126187,,Inhibition,%,,Inhibition,,
CCOc1cc2ncnc(Nc3cccc(-c4csc(C(=O)O)n4)c3)c2cc1OCC,CHEMBL127835,,Inhibition,%,,Inhibition,,
CCOc1cc2ncnc(Nc3cccc(-c4nccs4)c3)c2cc1OCC,CHEMBL126192,8.7,IC50,nM,2.0,IC50,uM,0.002
O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,CHEMBL86755,,IC50,nM,100000.0,IC50,uM,100.0
CCOC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,CHEMBL86943,,IC50,nM,100000.0,IC50,uM,100.0
Cn1c(SSc2c(C(N)=O)c3ccccc3n2C)c(C(N)=O)c2ccccc21,CHEMBL157807,5.33,IC50,nM,4700.0,IC50,uM,4.7
Brc1cccc(Nc2nncc3ccccc23)c1,CHEMBL326095,,IC50,nM,100000.0,IC50,nM,100000.0
Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,CHEMBL328216,9.92,IC50,nM,0.12,IC50,nM,0.12
Oc1cc2ncnc(Nc3cccc(Br)c3)c2cc1O,CHEMBL93032,9.77,IC50,nM,0.17,IC50,nM,0.17
CCOc1cc2ncnc(Nc3cccc(C(=O)CBr)c3)c2cc1OCC,CHEMBL340617,,Inhibition,%,,Inhibition,,
CCOc1cc2nc(CC)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL126483,5.03,IC50,nM,9300.0,IC50,uM,9.3
COc1cc2c(Nc3cccc(-c4csc(C)n4)c3)ncnc2cc1OC1CCCC1,CHEMBL340357,,Inhibition,%,,Inhibition,,
O=C1Nc2ccc(Br)cc2/C1=C/c1ccc(N2CCOCC2)cc1,CHEMBL87080,,IC50,nM,10000.0,IC50,uM,10.0
COc1ccc(/C=C2\C(=O)Nc3ccccc32)cc1C(C)(C)C,CHEMBL86945,,IC50,nM,100000.0,IC50,uM,100.0
NC(Cc1c(SSc2[nH]c3ccccc3c2CC(N)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,CHEMBL336174,5.48,IC50,nM,3300.0,IC50,uM,3.3
O=C(Nc1ccccc1)c1c(SSc2[nH]c3ccccc3c2C(=O)Nc2ccccc2)[nH]c2ccccc12,CHEMBL345641,4.0,IC50,nM,100000.0,IC50,uM,100.0
CN1C(=S)C(C(=O)c2ccc(C(=O)O)cc2)c2ccccc21,CHEMBL157541,,FC50,uM,8.7,FC50,uM,8.7
c1cncc(Nc2ncnc3ccccc23)c1,CHEMBL117711,,IC50,nM,1000.0,IC50,nM,1000.0
Brc1cccc(Oc2ncnc3ccccc23)c1,CHEMBL117710,6.12,IC50,nM,756.0,IC50,nM,756.0
COc1cccc2ncnc(Nc3cccc(Br)c3)c12,CHEMBL119033,6.86,IC50,nM,139.0,IC50,nM,139.0
O=[N+]([O-])c1cccc2ncnc(Nc3cccc(Br)c3)c12,CHEMBL116308,6.45,IC50,nM,355.0,IC50,nM,355.0
CCOc1cc2ncnc(Nc3cccc(-c4cccnc4)c3)c2cc1OCC,CHEMBL125577,,Inhibition,%,97.0,Inhibition,%,97.0
CCOc1cc2nc(CN(C)C)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL126360,,Inhibition,%,12.0,Inhibition,%,12.0
CCCCOc1cc2c(Nc3cccc(-c4csc(C)n4)c3)ncnc2cc1OC,CHEMBL127793,,Inhibition,%,,Inhibition,,
Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1CCC(=O)O,CHEMBL89363,,IC50,nM,100000.0,IC50,uM,100.0
Cc1ccc([N+](=O)[O-])cc1Nc1nccc(-c2cccnc2)n1,CHEMBL20426,,IC50,nM,100000.0,IC50,uM,100.0
Cn1c(SSc2c(C(=O)Nc3cccc(C(=O)O)c3)c3ccccc3n2C)c(C(=O)Nc2cccc(C(=O)O)c2)c2ccccc21,CHEMBL345837,4.92,IC50,nM,12000.0,IC50,uM,12.0
Cn1c(SSc2c(C(=O)c3ccc(C(=O)O)cc3)c3ccccc3n2C)c(C(=O)c2ccc(C(=O)O)cc2)c2ccccc21,CHEMBL346770,5.26,IC50,nM,5500.0,IC50,uM,5.5
Brc1cccc(Nc2nccc3ccccc23)c1,CHEMBL39563,,IC50,nM,100000.0,IC50,nM,100000.0
COc1ccc(CNc2ncnc3ccccc23)cc1,CHEMBL116919,5.0,IC50,nM,10000.0,IC50,nM,10000.0
CCOc1cc2nc(CCCCl)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL434253,,Inhibition,%,31.0,Inhibition,%,31.0
CCOc1cc2ncnc(Nc3cc(-c4csc(C)n4)ccc3Cl)c2cc1OCC,CHEMBL126769,,Inhibition,%,,Inhibition,,
CCOc1cc2ncnc(Nc3cc(-c4csc(C)n4)ccc3CC)c2cc1OCC,CHEMBL177671,,Inhibition,%,,Inhibition,,
CCOc1cc2ncnc(Nc3cccc(-c4csc(N)n4)c3)c2cc1OCC,CHEMBL340660,6.25,IC50,nM,560.0,IC50,uM,0.56
CCOc1cc2ncnc(Nc3cccc(-c4csc(N(C)C)n4)c3)c2cc1OCC,CHEMBL338164,,Inhibition,%,,Inhibition,,
CCOc1cc2ncnc(Nc3cccc(-c4csc(OC)n4)c3)c2cc1OCC,CHEMBL127673,,Inhibition,%,94.0,Inhibition,%,94.0
CCOc1cc2nc(CC(C)C)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL127948,,Inhibition,%,12.0,Inhibition,%,12.0
Cc1nc(-c2cccc(Nc3ncnc4cc5ccccc5cc34)c2)cs1,CHEMBL434636,,Inhibition,%,,Inhibition,,
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,CHEMBL124660,,IC50,nM,30000.0,IC50,uM,30.0
O=C1Nc2cc(F)ccc2/C1=C/c1ccc[nH]1,CHEMBL87208,,IC50,nM,100000.0,IC50,uM,100.0
COc1ccccc1C(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1,CHEMBL418010,,IC50,nM,100000.0,IC50,uM,100.0
Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2ccc[n+]([O-])c2)n1,CHEMBL21079,,IC50,nM,100000.0,IC50,uM,100.0
Cn1c(SSc2c(C(=O)Nc3ccc(C(=O)O)cc3)c3ccccc3n2C)c(C(=O)Nc2ccc(C(=O)O)cc2)c2ccccc21,CHEMBL347161,4.77,IC50,nM,16900.0,IC50,uM,16.9
COc1cccc2ncnc(NCc3ccccc3)c12,CHEMBL330882,5.31,IC50,nM,4900.0,IC50,nM,4900.0
O=[N+]([O-])c1ccc2ncnc(NCc3ccccc3)c2c1,CHEMBL119000,,IC50,nM,10000.0,IC50,nM,10000.0
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,CHEMBL280757,9.16,IC50,nM,0.69,IC50,nM,0.69
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,CHEMBL280757,8.57,IC50,nM,2.7,IC50,nM,2.7
CCOc1cc2ncnc(Nc3cccc(-c4coc(C)n4)c3)c2cc1OCC,CHEMBL129591,,Inhibition,%,,Inhibition,,
O=C1Nc2ccccc2/C1=C/c1n[nH]cc1Cl,CHEMBL87402,,IC50,nM,100000.0,IC50,uM,100.0
COc1ccc2c(NCc3ccccc3)ncnc2c1,CHEMBL326596,7.24,IC50,nM,58.0,IC50,nM,58.0
Nc1cccc2ncnc(Nc3cccc(Br)c3)c12,CHEMBL333418,6.36,IC50,nM,439.0,IC50,nM,439.0
CCOc1cc2nc(CC(=O)O)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL341121,,Inhibition,%,21.0,Inhibition,%,21.0
O=C1Nc2ccccc2/C1=C/c1ccc(Br)cc1,CHEMBL86837,,IC50,nM,100000.0,IC50,uM,100.0
COc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL21086,,IC50,nM,100000.0,IC50,uM,100.0
COC(=O)c1ccc(CNC(=O)c2c(SSc3c(C(=O)NCc4ccc(C(=O)OC)cc4)c4ccccc4n3C)n(C)c3ccccc23)cc1,CHEMBL347659,4.89,IC50,nM,13000.0,IC50,uM,13.0
COC(=O)c1cccc(NC(=O)c2c(SSc3c(C(=O)Nc4cccc(C(=O)OC)c4)c4ccccc4n3C)n(C)c3ccccc23)c1,CHEMBL158596,,IC50,nM,100000.0,IC50,uM,100.0
Cc1cccc(Nc2ncnc3ccccc23)c1,CHEMBL441083,6.04,IC50,nM,910.0,IC50,nM,910.0
Clc1cccc(Nc2ncnc3ccccc23)c1,CHEMBL329672,7.64,IC50,nM,23.0,IC50,nM,23.0
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,CHEMBL430571,8.44,IC50,nM,3.6,IC50,nM,3.6
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,CHEMBL430571,8.38,IC50,nM,4.2,IC50,nM,4.2
C=CC(=O)Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,CHEMBL52913,9.6,IC50,nM,0.25,IC50,nM,0.25
C=CC(=O)Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,CHEMBL52913,7.28,IC50,nM,53.0,IC50,nM,53.0
CCOc1cc2ncnc(Nc3cccc(-c4cccc(C)c4)c3)c2cc1OCC,CHEMBL338427,,Inhibition,%,,Inhibition,,
CCOc1cc2ncnc(Nc3cccc(-c4ccc(C)cc4)c3)c2cc1OCC,CHEMBL340378,,Inhibition,%,,Inhibition,,
CCc1ccc(/C=C2/C(=O)Nc3ccccc32)o1,CHEMBL328452,,IC50,nM,100000.0,IC50,uM,100.0
Cn1c(SSc2c(C(=O)NCC(O)CO)c3ccccc3n2C)c(C(=O)NCC(O)CO)c2ccccc21,CHEMBL158797,4.37,IC50,nM,43000.0,IC50,uM,43.0
COC(=O)c1ccc(NC(=O)c2c(SSc3c(C(=O)Nc4ccc(C(=O)OC)cc4)c4ccccc4n3C)n(C)c3ccccc23)cc1,CHEMBL348069,,IC50,nM,100000.0,IC50,uM,100.0
COC(=O)c1ccc(C(=O)c2c(SSc3c(C(=O)c4ccc(C(=O)OC)cc4)c4ccccc4n3C)n(C)c3ccccc23)cc1,CHEMBL346553,5.21,IC50,nM,6100.0,IC50,uM,6.1
Ic1cccc(Nc2ncnc3ccccc23)c1,CHEMBL92825,7.1,IC50,nM,80.0,IC50,nM,80.0
COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL52197,6.46,IC50,nM,348.0,IC50,nM,348.0
COc1cccc(Nc2ncnc3ccccc23)c1,CHEMBL117697,6.08,IC50,nM,842.0,IC50,nM,842.0
CCOc1cc2ncnc(Nc3ccc(F)c(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL340714,,Inhibition,%,84.0,Inhibition,%,84.0
CCOc1cc2ncnc(Nc3cc(-c4csc(C)n4)ccc3F)c2cc1OCC,CHEMBL338472,,Inhibition,%,73.0,Inhibition,%,73.0
Cc1cccc2c1/C(=C/c1ccc(N3CCN(C=O)CC3)cc1)C(=O)N2,CHEMBL89040,,IC50,nM,100000.0,IC50,uM,100.0
CSc1ccc(/C=C2\C(=O)Nc3cccc(C)c32)s1,CHEMBL86432,,IC50,nM,100000.0,IC50,uM,100.0
CN1C(=S)C(C(=O)Nc2ccccc2)c2ccccc21,CHEMBL62176,,FC50,uM,1.0,FC50,uM,1.0
O=[N+]([O-])c1ccc2c(Nc3cccc(Br)c3)ncnc2c1,CHEMBL94275,6.0,IC50,nM,1000.0,IC50,nM,1000.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cn1,CHEMBL54091,9.14,IC50,nM,0.72,IC50,nM,0.72
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cn1,CHEMBL54091,8.68,IC50,nM,2.1,IC50,nM,2.1
CCOc1cc2ncnc(Nc3cccc(-c4ccccc4)c3)c2cc1OCC,CHEMBL126645,,Inhibition,%,,Inhibition,,
Cc1cccc2c1/C(=C/c1ccc(N3CCOCC3)cc1)C(=O)N2,CHEMBL90277,,IC50,nM,100000.0,IC50,uM,100.0
CC(C)c1cc(/C=C2\C(=O)Nc3ccc(Cl)cc32)cc(C(C)C)c1O,CHEMBL89723,5.02,IC50,nM,9500.0,IC50,uM,9.5
Cn1c(SSc2c(C(=O)Nc3cccnc3)c3ccccc3n2C)c(C(=O)Nc2cccnc2)c2ccccc21,CHEMBL352010,,IC50,nM,100000.0,IC50,uM,100.0
CC(=O)c1c(SSc2c(C(C)=O)c3ccccc3n2C)n(C)c2ccccc12,CHEMBL351920,5.25,IC50,nM,5600.0,IC50,uM,5.6
Nc1ccc2c(NCc3ccccc3)ncnc2c1,CHEMBL330946,,IC50,nM,1000.0,IC50,nM,1000.0
COc1cc2c(NCc3ccccc3)ncnc2cc1O,CHEMBL333851,6.23,IC50,nM,588.0,IC50,nM,588.0
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2n1,CHEMBL53665,8.92,IC50,nM,1.2,IC50,nM,1.2
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2n1,CHEMBL53665,7.75,IC50,nM,18.0,IC50,nM,18.0
CCOc1cc2nc(Cl)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL341075,,Inhibition,%,,Inhibition,,
CCOc1cc2ncnc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL126456,5.32,IC50,nM,4800.0,IC50,uM,4.8
CCOc1cc2ncnc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL126456,,Inhibition,%,86.0,Inhibition,%,86.0
CCOc1cc2ncnc(Nc3cccc(-c4ccccn4)c3)c2cc1OCC,CHEMBL125861,,Inhibition,%,100.0,Inhibition,%,100.0
Cc1nc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCO5)c2)cs1,CHEMBL127178,,Inhibition,%,,Inhibition,,
O=C1Nc2ccccc2/C1=C/c1ccc(N2CCOCC2)cc1,CHEMBL86480,,IC50,nM,100000.0,IC50,uM,100.0
O=C1Nc2ccccc2/C1=C/c1ccc(N2CCCC2)cc1,CHEMBL314217,,IC50,nM,100000.0,IC50,uM,100.0
COc1c(Br)cc(/C=C2\C(=O)Nc3ccccc32)cc1C(C)(C)C,CHEMBL87746,4.72,IC50,nM,19000.0,IC50,uM,19.0
Brc1cccc(Nc2cnnc3ccccc23)c1,CHEMBL118482,,IC50,nM,10000.0,IC50,nM,10000.0
CCOc1cc2ncnc(Nc3cccc(-c4csc(COC)n4)c3)c2cc1OCC,CHEMBL127926,,Inhibition,%,,Inhibition,,
CCOc1nc(-c2cccc(Nc3ncnc4cc(OCC)c(OCC)cc34)c2)cs1,CHEMBL340257,,Inhibition,%,,Inhibition,,
CCOc1cc2nc(CCN)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL338375,,Inhibition,%,18.0,Inhibition,%,18.0
COc1cc2ncnc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OC,CHEMBL127935,,Inhibition,%,,Inhibition,,
CCOc1cc2c(Nc3cccc(-c4csc(C)n4)c3)ncnc2cc1OC,CHEMBL127893,,Inhibition,%,,Inhibition,,
Cc1ccc(N)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL278103,,IC50,nM,100000.0,IC50,uM,100.0
Nc1cccc2ncnc(NCc3ccccc3)c12,CHEMBL119432,,IC50,nM,10000.0,IC50,nM,10000.0
COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,CHEMBL93181,8.0,IC50,nM,10.0,IC50,nM,10.0
O=C1Nc2ccccc2/C1=C/c1ccc(O)cc1,CHEMBL313578,,IC50,nM,100000.0,IC50,uM,100.0
C/C(=C1\C(=O)Nc2ccccc21)c1ccc(N2CCCCC2)cc1,CHEMBL314798,,IC50,nM,100000.0,IC50,uM,100.0
CCOC(=O)c1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,CHEMBL316008,,IC50,nM,100000.0,IC50,uM,100.0
O=C1Nc2ccccc2/C1=C/c1sccc1Br,CHEMBL87783,,IC50,nM,100000.0,IC50,uM,100.0
O=C1Nc2ccccc2/C1=C/c1cc(Br)cs1,CHEMBL316268,,IC50,nM,100000.0,IC50,uM,100.0
O=C1Nc2ccccc2/C1=C\c1ccco1,CHEMBL312826,,IC50,nM,100000.0,IC50,uM,100.0
Cc1ccc(N(C)C(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL278287,4.31,IC50,nM,49000.0,IC50,uM,49.0
CNC(=O)c1c(SSc2[nH]c3ccccc3c2C(=O)NC)[nH]c2ccccc12,CHEMBL161226,5.21,IC50,nM,6100.0,IC50,uM,6.1
COC(=O)c1ccc(C(=O)C2C(=S)N(C)c3ccccc32)cc1,CHEMBL158796,,FC50,uM,100.0,FC50,uM,100.0
COc1cccc2c(Nc3cccc(Br)c3)ncnc12,CHEMBL289787,6.01,IC50,nM,974.0,IC50,nM,974.0
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,CHEMBL296168,8.96,IC50,nM,1.1,IC50,nM,1.1
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,CHEMBL296168,8.25,IC50,nM,5.6,IC50,nM,5.6
C=CC(=O)Nc1ccc2ncnc(N3CCc4ccc(Br)cc43)c2c1,CHEMBL51741,9.4,IC50,nM,0.4,IC50,nM,0.4
C=CC(=O)Nc1ccc2ncnc(N3CCc4ccc(Br)cc43)c2c1,CHEMBL51741,8.0,IC50,nM,9.9,IC50,nM,9.9
CCOc1cc2nc(COC)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL129713,,Inhibition,%,17.0,Inhibition,%,17.0
COc1cc2c(Nc3cccc(-c4csc(C)n4)c3)ncnc2cc1OCC(C)C,CHEMBL414241,,Inhibition,%,,Inhibition,,
CCc1c(/C=C2\C(=O)Nc3ccccc32)[nH]c(C)c1C,CHEMBL313433,,IC50,nM,100000.0,IC50,uM,100.0
Cc1ccc(N(C(=O)c2ccccc2)C(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL277430,4.12,IC50,nM,75000.0,IC50,uM,75.0
CNc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1,CHEMBL21215,,IC50,nM,100000.0,IC50,uM,100.0
CN(C(=O)c1c(SSc2c(C(=O)N(C)c3ccccc3)c3ccccc3n2C)n(C)c2ccccc12)c1ccccc1,CHEMBL347256,,IC50,nM,100000.0,IC50,uM,100.0
COc1cc2ncnc(NCc3ccccc3)c2cc1OC,CHEMBL325245,8.0,IC50,nM,10.0,IC50,nM,10.0
CCOc1cc2ncnc(Nc3ccc(F)c(-c4csc(C)n4)c3F)c2cc1OCC,CHEMBL434240,,Inhibition,%,,Inhibition,,
c1ccc(-c2c(SSc3[nH]c4ccccc4c3-c3ccccc3)[nH]c3ccccc23)cc1,CHEMBL422540,4.0,IC50,nM,100000.0,IC50,uM,100.0
Brc1cccc(Nc2ccnc3ccccc23)c1,CHEMBL37346,5.26,IC50,nM,5500.0,IC50,nM,5500.0
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL51659,9.04,IC50,nM,0.91,IC50,nM,0.91
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL51659,8.47,IC50,nM,3.4,IC50,nM,3.4
COc1cc2c(Nc3cccc(-c4csc(C)n4)c3)ncnc2cc1OC(C)C,CHEMBL127542,,Inhibition,%,,Inhibition,,
CCOc1cc2ncnc(Nc3cc(-c4csc(C)n4)ccc3OC)c2cc1OCC,CHEMBL338103,,Inhibition,%,,Inhibition,,
COc1cc2ncnc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OC(C)C,CHEMBL420520,,Inhibition,%,,Inhibition,,
O=C1Nc2ccccc2/C1=C/c1ccc(N2CCCCC2)cc1,CHEMBL315701,,IC50,nM,100000.0,IC50,uM,100.0
O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1,CHEMBL277931,,IC50,nM,50000.0,IC50,uM,50.0
Cn1c(SSc2c(C(=O)Nc3ccccn3)c3ccccc3n2C)c(C(=O)Nc2ccccn2)c2ccccc21,CHEMBL435054,4.33,IC50,nM,47000.0,IC50,uM,47.0
CCOc1cc2ncnc(Nc3cc(-c4csc(C)n4)cc(C(F)(F)F)c3)c2cc1OCC,CHEMBL338691,,Inhibition,%,,Inhibition,,
CCOc1cc2nc(Cn3ccnc3)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL127647,,Inhibition,%,38.0,Inhibition,%,38.0
Cn1c(SSc2c(C(=O)NCC(=O)O)c3ccccc3n2C)c(C(=O)NCC(=O)O)c2ccccc21,CHEMBL345211,5.0,IC50,nM,10000.0,IC50,uM,10.0
Cn1c(SSc2c(C(=O)Nc3cccs3)c3ccccc3n2C)c(C(=O)Nc2cccs2)c2ccccc21,CHEMBL345622,,IC50,nM,100000.0,IC50,uM,100.0
Nc1ccc2ncnc(NCc3ccccc3)c2c1,CHEMBL332096,5.85,IC50,nM,1400.0,IC50,nM,1400.0
c1ccc(CCNc2ncnc3ccccc23)cc1,CHEMBL117804,5.39,IC50,nM,4100.0,IC50,nM,4100.0
CN(c1ccccc1)c1ncnc2ccccc12,CHEMBL324371,4.0,IC50,nM,100000.0,IC50,nM,100000.0
CCOc1cc2nc(C(C)C)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL125526,,Inhibition,%,23.0,Inhibition,%,23.0
CCOc1cc2ncnc(Nc3cccc(-c4cncs4)c3)c2cc1OCC,CHEMBL340862,7.96,IC50,nM,11.0,IC50,uM,0.011
CCCOc1cc2ncnc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OC,CHEMBL124816,,Inhibition,%,,Inhibition,,
COc1ccc(/C=C2\C(=O)Nc3ccccc32)cc1,CHEMBL87810,,IC50,nM,100000.0,IC50,uM,100.0
Cc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,CHEMBL20867,,IC50,nM,100000.0,IC50,uM,100.0
Cn1c(SSc2c(C(=O)NCc3ccc(C(=O)O)cc3)c3ccccc3n2C)c(C(=O)NCc2ccc(C(=O)O)cc2)c2ccccc21,CHEMBL158805,5.28,IC50,nM,5300.0,IC50,uM,5.3
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21,CHEMBL304414,4.96,IC50,nM,10900.0,IC50,uM,10.9
O=[N+]([O-])c1ccc2c(NCc3ccccc3)ncnc2c1,CHEMBL116748,5.23,IC50,nM,5900.0,IC50,nM,5900.0
COc1cc2ncnc(NCc3ccccc3)c2cc1O,CHEMBL115745,7.25,IC50,nM,56.0,IC50,nM,56.0
C=CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,CHEMBL49986,9.27,IC50,nM,0.54,IC50,nM,0.54
C=CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,CHEMBL49986,6.97,IC50,nM,108.0,IC50,nM,108.0
CCOc1cc2ncnc(Nc3cccc(C(C)=O)c3)c2cc1OCC,CHEMBL126588,,Inhibition,%,,Inhibition,,
COCCOc1cc2ncnc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OC,CHEMBL333127,,Inhibition,%,,Inhibition,,
Cc1cccc2c1/C(=C/c1ccc(N(C)C)cc1)C(=O)N2,CHEMBL89809,,IC50,nM,100000.0,IC50,uM,100.0
Cn1cc(Cl)c(/C=C2\C(=O)Nc3ccccc32)n1,CHEMBL89646,,IC50,nM,100000.0,IC50,uM,100.0
CC(C)c1ccc(/C=C2/C(=O)Nc3ccccc32)cc1,CHEMBL48760,4.73,IC50,nM,18500.0,IC50,uM,18.5
Cc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL20252,,IC50,nM,100000.0,IC50,uM,100.0
Cn1c(SSc2c(C(=O)Nc3ccccc3C(=O)O)c3ccccc3n2C)c(C(=O)Nc2ccccc2C(=O)O)c2ccccc21,CHEMBL345862,4.33,IC50,nM,47000.0,IC50,uM,47.0
Brc1cccc(Nc2cnc3ccccc3n2)c1,CHEMBL331417,,IC50,nM,100000.0,IC50,nM,100000.0
O=[N+]([O-])c1cccc2ncnc(NCc3ccccc3)c12,CHEMBL119708,5.1,IC50,nM,8000.0,IC50,nM,8000.0
COc1cccc2c(NCc3ccccc3)ncnc12,CHEMBL424255,,IC50,nM,10000.0,IC50,nM,10000.0
CCOc1cc2nc(Cc3ccccc3)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL126233,,Inhibition,%,,Inhibition,,
